c,Rg
0,1.6497744523418947
1,2.036102664258362
2,1.7641067872439018
3,2.030691067444775
4,1.8885187821941298
5,2.2429677723498394
6,2.134138531421988
7,2.1092369928957715
8,1.9281670125017696
9,1.3472487007601825
10,2.0303370400502474
11,1.7116999106443864
12,2.430539576842969
13,2.1753365331139
14,1.738457353949184
15,1.9326872233499135
16,1.82938183756153
17,2.4598460862623095
18,1.7739323835479186
19,3.5417495834686004
20,2.0308017201588147
21,1.5722403548440043
22,1.6273918551166464
23,1.4809231612072247
24,1.693294765272721
25,1.6849515250297262
26,2.4776004292258267
27,1.5302194215863292
28,1.991832002353612
29,2.770065666153061
30,1.8709210897309378
31,1.5264375306575768
32,1.4372695964571158
33,1.5622207359077016
34,2.366743817864536
35,2.299863145341479
