c,x,y,z
0,6.4222,3.65545,15.89733
1,5.5,2.80022,2.09887
2,3.04558,4.26146,10.84066
3,4.17002,2.44792,6.35734
4,0.35754,5.45879,18.00054
5,5.82555,2.60601,5.6144
6,1.38964,6.26153,17.86279
7,6.24064,1.5,13.5
8,4.00044,6.96492,6.44973
9,6.00691,3.38964,6.22328
10,5.21038,6.97772,20.35584
11,0.35754,5.21753,9.29963
12,1.10857,5.0,6.75328
13,0.89399,3.26146,17.44925
14,4.33161,2.0,1.3514
15,1.69661,0.07546,9.60173
16,1.8415,6.08364,12.59266
17,1.21735,5.90844,3.15524
18,4.74721,5.37977,17.46699
19,4.76504,5.94061,6.17736
20,4.82381,0.2692,5.00243
21,6.19588,5.81699,3.4502
22,6.39805,7.25,0.88271
23,6.87073,4.41906,14.82627
24,6.68838,4.97712,15.33858
25,4.65589,3.05311,11.73887
26,0.70186,6.47842,11.8475
27,3.88195,7.30174,6.34999
28,1.65036,4.261,12.30272
29,6.61819,0.13848,15.89924
30,2.82852,0.70709,19.29596
31,1.33657,4.5,1.98379
32,3.77509,6.04116,12.10672
33,2.28962,2.47194,1.81691
34,4.58519,3.57418,8.617
35,2.66114,4.24346,6.25873
