x,y,z
4,4,1
5,4,1
5,4,0
5,4,1
5,4,0
6,4,0
6,3,0
6,4,0
6,3,0
6,4,0
0,4,0
6,4,0
0,4,0
6,4,0
6,4,19
0,4,19
0,4,18
0,5,18
0,6,18
0,0,18
1,6,8
1,0,8
1,1,8
0,1,8
0,1,9
0,1,8
0,1,9
0,0,9
0,1,9
0,0,9
0,0,10
6,0,10
0,0,10
6,0,10
6,0,9
6,1,9
6,1,10
6,1,11
0,1,11
6,1,11
3,3,0
3,2,0
4,2,0
4,3,0
4,2,0
4,2,1
5,2,1
4,2,1
4,2,0
4,2,19
4,3,19
4,4,19
5,4,19
4,4,19
4,4,0
4,3,0
3,3,0
4,3,0
4,4,0
4,3,0
3,4,6
3,4,5
3,5,5
4,5,5
3,5,5
3,5,4
3,5,5
2,5,5
2,4,5
3,4,5
2,4,5
3,4,5
3,4,4
3,5,4
3,4,4
3,4,3
2,4,3
2,5,3
1,5,3
1,5,4
4,4,14
4,3,14
4,3,13
4,2,13
4,2,12
4,2,13
4,2,12
4,1,12
5,1,12
5,1,11
5,1,10
5,0,10
5,1,10
5,0,10
6,0,10
5,0,10
4,0,10
3,0,10
3,1,10
3,0,10
4,0,1
3,0,1
3,0,0
2,0,0
1,0,0
1,1,0
1,1,19
1,1,18
1,0,18
1,0,17
0,0,17
0,0,16
0,0,15
1,0,15
2,0,15
1,0,15
1,0,16
0,0,16
0,1,16
0,1,17
6,4,13
0,4,13
0,4,14
0,4,13
0,5,13
0,4,13
0,5,13
6,5,13
6,5,14
6,5,15
6,5,14
0,5,14
6,5,14
6,6,14
0,6,14
0,6,13
0,5,13
6,5,13
6,5,14
6,4,14
2,4,17
3,4,17
3,3,17
2,3,17
2,3,16
2,4,16
2,4,15
3,4,15
2,4,15
2,4,14
2,4,15
3,4,15
2,4,15
2,4,16
3,4,16
2,4,16
1,4,16
2,4,16
2,5,16
1,5,16
0,2,3
1,2,3
1,3,3
1,4,3
1,5,3
1,6,3
1,6,2
1,6,1
1,0,1
1,0,0
1,1,0
1,1,1
2,1,1
2,1,2
2,1,3
2,1,2
1,1,2
1,2,2
1,3,2
1,3,1
1,6,3
1,0,3
1,1,3
1,0,3
1,6,3
2,6,3
1,6,3
1,6,2
1,5,2
1,4,2
1,4,3
2,4,3
3,4,3
2,4,3
2,4,2
2,3,2
2,3,3
2,3,2
2,3,3
2,4,3
2,4,11
2,4,10
2,4,11
2,4,12
2,4,11
2,4,12
2,4,13
2,5,13
2,5,14
1,5,14
1,4,14
2,4,14
1,4,14
1,4,15
1,5,15
1,4,15
1,4,16
1,5,16
1,5,15
1,6,15
4,4,19
4,4,18
5,4,18
5,5,18
6,5,18
6,5,19
6,6,19
6,6,0
6,6,19
6,0,19
6,0,0
6,0,1
0,0,1
1,0,1
2,0,1
2,1,1
3,1,1
3,1,0
3,1,1
3,1,0
1,6,8
1,5,8
1,4,8
1,4,9
2,4,9
1,4,9
1,4,8
1,3,8
1,3,7
1,3,8
0,3,8
0,3,9
0,4,9
0,5,9
0,6,9
0,6,8
0,6,7
0,6,6
0,6,5
0,6,4
1,1,10
2,1,10
2,1,9
2,0,9
2,0,10
2,0,9
1,0,9
2,0,9
2,1,9
2,1,10
2,0,10
1,0,10
0,0,10
0,1,10
0,0,10
1,0,10
0,0,10
0,6,10
0,5,10
6,5,10
2,2,0
2,2,1
2,3,1
2,3,2
2,2,2
2,2,3
2,1,3
3,1,3
3,2,3
3,1,3
3,1,2
4,1,2
5,1,2
6,1,2
6,1,1
6,1,0
6,0,0
6,6,0
6,6,19
6,0,19
4,6,10
5,6,10
5,6,9
4,6,9
4,6,8
4,5,8
4,5,9
4,5,10
4,5,9
4,5,8
4,5,9
4,5,10
3,5,10
4,5,10
4,4,10
4,5,10
3,5,10
3,5,9
2,5,9
2,5,10
5,6,3
5,0,3
5,1,3
6,1,3
0,1,3
1,1,3
1,2,3
1,2,4
2,2,4
3,2,4
2,2,4
1,2,4
1,2,3
1,2,2
1,3,2
2,3,2
2,4,2
2,4,1
1,4,1
1,4,0
3,4,19
3,4,0
4,4,0
3,4,0
3,4,19
4,4,19
5,4,19
6,4,19
6,5,19
6,4,19
5,4,19
5,5,19
6,5,19
0,5,19
0,4,19
0,4,0
0,5,0
6,5,0
6,4,0
5,4,0
3,4,13
3,5,13
4,5,13
4,6,13
4,0,13
4,0,14
4,0,13
4,0,14
4,0,13
5,0,13
5,0,12
6,0,12
6,6,12
6,6,13
0,6,13
0,6,12
6,6,12
6,6,11
6,0,11
6,6,11
5,3,16
4,3,16
4,3,17
3,3,17
3,4,17
3,4,16
3,3,16
3,4,16
4,4,16
4,5,16
4,6,16
5,6,16
5,6,15
5,6,14
6,6,14
5,6,14
4,6,14
5,6,14
4,6,14
4,6,15
1,1,8
1,0,8
2,0,8
2,6,8
2,5,8
2,4,8
2,4,7
2,5,7
1,5,7
2,5,7
2,5,6
3,5,6
4,5,6
3,5,6
