c,Rg
0,2.160331093466925
1,1.7094111514202777
2,1.827079765363297
3,1.903570136060135
4,2.0085536485989115
5,2.3008744905578835
6,2.899671300078683
7,1.7719703826813809
8,2.035435586256662
9,1.6088524962220745
10,2.352922752110659
11,1.7265179817482355
12,2.468259544334834
13,1.3725372990924507
14,1.3883082202810728
15,2.2879718958282678
16,1.6020549141961395
17,1.8169914427151275
18,2.543210911348094
19,1.5301798054477127
20,1.4320261059072912
21,1.1904258932415743
22,1.4479495081321032
23,2.4743002767651303
24,1.4561525270726277
25,1.8134190692997576
26,1.9902460222294127
27,1.8798302375480611
28,1.7050679448045463
29,1.503371167942235
30,1.2018861811752388
31,1.795066394593804
32,2.0914363381657113
33,1.9383538813384924
34,2.276925852767279
35,1.78652021116471
