c,x,y,z
0,1.30346,3.56553,15.20372
1,3.86747,5.66459,11.71913
2,0.78299,0.81634,5.20132
3,4.10335,3.35437,14.09789
4,6.34145,4.68977,9.69743
5,5.34568,5.0,1.98888
6,7.30754,5.73854,13.0
7,7.00323,4.54512,0.53431
8,7.03962,2.54328,19.24258
9,2.53612,6.5943,2.65144
10,3.16276,2.93685,19.91864
11,1.53487,0.76516,14.30246
12,1.65589,4.28962,8.89328
13,0.95182,5.82385,5.94816
14,2.1884,5.8116,13.40019
15,3.42502,3.6884,0.37889
16,3.14702,4.87409,18.59887
17,1.21111,0.10377,19.80678
18,7.3201,1.10601,11.70132
19,6.56785,5.02072,5.0
20,1.81768,4.72807,17.74367
21,4.71038,2.72807,5.74937
22,2.89756,3.3048,14.54289
23,2.20251,3.82538,4.12725
24,6.26154,1.53549,7.02125
25,7.34191,6.42621,16.81353
26,4.3048,2.22323,20.28796
27,6.0983,2.09437,17.09887
28,7.31518,6.08501,19.58632
29,3.12018,4.94749,16.90303
30,4.40174,0.37396,17.10359
31,3.57606,5.59479,5.53977
32,1.03725,3.11348,18.25148
33,6.82173,3.44227,8.65001
34,6.5832,7.18433,9.38128
35,3.77506,4.76847,17.3321
