c,x,y,z
0,4.9761,5.41757,8.6057
1,2.61597,4.55894,7.24792
2,2.96323,5.56797,5.45195
3,7.23144,4.77386,17.54147
4,6.92483,6.67339,7.0
5,5.76658,3.89399,19.98513
6,6.13536,3.20011,14.5
7,0.49342,5.16958,2.51844
8,4.93765,2.98182,10.21806
9,2.55418,1.08102,2.47524
10,3.83116,1.03331,13.55051
11,6.05052,5.0,8.1489
12,4.25279,4.75835,3.15108
13,3.5,0.87366,5.59744
14,5.07147,1.24346,2.54759
15,2.19178,2.34195,16.94961
16,5.93205,0.86663,5.39972
17,2.08461,0.62302,7.70037
18,4.89399,5.38491,0.53277
19,3.74721,3.55418,8.80295
20,2.74859,5.18424,11.89733
21,1.19978,5.96698,3.00479
22,4.39518,3.23342,13.92139
23,0.05428,5.5,6.45555
24,1.09156,3.80739,2.60076
25,3.98182,2.70705,14.70727
26,1.38582,5.96669,10.19849
27,6.05311,1.28962,1.62156
28,4.21038,2.30339,5.90117
29,1.5,7.40977,13.51032
30,2.60601,1.79446,5.44973
31,0.39292,1.41596,15.74732
32,0.73854,4.34272,15.02974
33,2.48063,1.61036,13.64404
34,4.44792,3.65644,15.40598
35,0.89399,1.70251,7.36964
