c,x,y,z
0,4.9648,2.24346,9.80151
1,3.77761,3.92694,4.5
2,3.67197,3.76658,11.90797
3,6.46876,1.03348,6.69943
4,1.38491,5.5533,10.14943
5,1.97556,6.64246,5.44506
6,2.1162,1.96893,12.0
7,2.40242,5.94689,11.65072
8,2.05885,1.32446,6.19938
9,6.86152,4.55894,2.14943
10,5.85894,0.36084,4.20132
11,4.95355,2.13987,8.15228
12,2.35565,4.97938,7.43272
13,5.38573,2.14254,13.19849
14,1.57606,5.64648,20.10522
15,4.37021,1.44354,4.89924
16,7.41681,1.86308,14.80151
17,4.28,5.70251,8.85423
18,6.04626,5.01818,14.1149
19,0.73847,7.12154,1.55051
20,3.21038,1.35842,10.2614
21,2.01818,5.6446,13.495
22,1.78917,2.66839,16.70037
23,0.80109,0.1625,1.4689
24,1.10482,4.18232,4.20654
25,3.0,7.13522,16.8511
26,2.66251,2.72766,17.79771
27,3.42703,5.05939,16.09669
28,5.7069,4.78917,4.94495
29,0.65001,5.44792,7.64198
30,0.5864,4.91868,12.34856
31,2.21558,2.05221,12.03252
32,2.38964,0.3631,6.24786
33,4.0,2.40521,4.39353
34,6.2616,6.37708,4.2574
35,6.44096,2.87265,6.37228
