c,Rg
0,2.1417013702428265
1,2.059729811407312
2,1.6067608008972585
3,2.023474061657327
4,2.565855025678575
5,1.9415614386621918
6,1.6899796393152196
7,1.205862670000195
8,2.215825788030277
9,2.5224693313100954
10,1.8828835010961247
11,1.6433458674910768
12,1.9043721309397492
13,1.6431927321224373
14,1.7312944242098163
15,1.733435394700362
16,1.125651989781922
17,0.9355271970391881
18,2.5248671420888664
19,1.9804782246972574
20,1.4998296588612992
21,2.106568018389152
22,2.1086739125099454
23,1.8901608550067903
24,2.098034088688742
25,1.489575040472953
26,2.3858450996030736
27,1.8155125024356067
28,2.3325622407129893
29,1.920860671756283
30,2.0996127816576085
31,1.027462326608621
32,1.6690280022815676
33,1.6606527654509837
34,2.484177975930871
35,2.3597642101065945
