x,y,z
4,1,6
4,1,5
5,1,5
5,1,4
5,1,5
5,2,5
6,2,5
6,2,6
6,3,6
6,2,6
6,1,6
6,1,5
5,1,5
5,1,4
6,1,4
5,1,4
5,2,4
5,3,4
5,4,4
5,3,4
0,4,7
0,4,6
0,4,5
0,3,5
6,3,5
0,3,5
0,4,5
0,5,5
6,5,5
6,5,6
6,4,6
0,4,6
6,4,6
0,4,6
0,3,6
0,2,6
0,2,5
0,3,5
1,3,5
1,3,6
0,1,13
1,1,13
1,0,13
1,0,12
2,0,12
2,6,12
2,6,13
3,6,13
3,5,13
2,5,13
1,5,13
1,6,13
1,0,13
2,0,13
3,0,13
3,0,12
3,1,12
2,1,12
2,1,13
2,0,13
6,1,9
6,0,9
6,1,9
6,1,10
0,1,10
0,0,10
0,6,10
0,6,11
0,6,10
0,5,10
0,5,9
0,5,8
0,4,8
0,4,7
0,4,8
0,4,7
0,4,8
6,4,8
0,4,8
0,4,7
6,3,11
6,3,10
6,4,10
6,5,10
6,5,9
6,5,10
6,5,11
5,5,11
5,5,12
4,5,12
4,5,11
4,6,11
4,6,12
4,6,11
5,6,11
5,5,11
4,5,11
4,4,11
4,4,12
4,3,12
3,3,12
3,3,13
2,3,13
2,3,14
2,2,14
2,3,14
2,3,13
2,4,13
2,4,12
2,5,12
3,5,12
3,6,12
3,0,12
3,0,13
3,6,13
3,0,13
3,0,14
3,0,13
3,6,13
3,5,13
2,3,4
2,2,4
2,3,4
3,3,4
4,3,4
4,2,4
4,3,4
3,3,4
4,3,4
5,3,4
5,2,4
6,2,4
5,2,4
5,2,3
5,2,2
5,1,2
4,1,2
3,1,2
3,1,3
3,2,3
3,0,10
4,0,10
4,6,10
3,6,10
3,6,9
3,5,9
3,6,9
4,6,9
5,6,9
6,6,9
5,6,9
4,6,9
4,5,9
3,5,9
3,5,8
3,4,8
3,5,8
4,5,8
4,6,8
5,6,8
2,5,7
1,5,7
2,5,7
2,4,7
2,5,7
1,5,7
0,5,7
0,5,6
0,4,6
0,4,5
0,4,4
6,4,4
6,3,4
6,3,3
6,2,3
6,2,4
6,1,4
5,1,4
5,0,4
5,6,4
2,6,2
2,6,1
2,5,1
2,6,1
2,6,0
2,6,19
2,5,19
2,6,19
3,6,19
3,0,19
3,0,0
3,1,0
3,2,0
2,2,0
2,2,1
3,2,1
3,3,1
3,2,1
3,2,0
3,3,0
0,1,8
1,1,8
0,1,8
6,1,8
6,0,8
6,1,8
6,1,7
6,1,8
5,1,8
6,1,8
0,1,8
6,1,8
5,1,8
5,1,7
5,2,7
6,2,7
6,3,7
0,3,7
6,3,7
6,4,7
0,6,11
1,6,11
1,5,11
1,4,11
1,4,12
2,4,12
2,4,13
3,4,13
2,4,13
3,4,13
3,3,13
3,4,13
3,4,14
3,4,15
3,4,16
3,4,15
2,4,15
1,4,15
1,3,15
0,3,15
5,3,11
5,2,11
4,2,11
4,1,11
4,2,11
4,3,11
4,2,11
4,1,11
4,1,10
4,1,9
4,2,9
4,1,9
4,2,9
4,2,10
4,2,11
4,2,10
4,1,10
5,1,10
5,1,11
6,1,11
