c,x,y,z
0,2.08094,4.20011,7.6411
1,3.15482,6.05311,8.39924
2,4.28638,6.29057,6.70037
3,4.38491,3.96022,13.45002
4,2.80022,5.32814,19.30151
5,5.6497,5.40174,7.55051
6,5.98374,0.15104,6.79868
7,4.84087,6.26168,1.96824
8,2.7107,2.87797,13.78942
9,4.96246,4.7107,3.53424
10,2.98182,1.03302,19.79488
11,3.05311,0.04214,0.55177
12,5.36696,0.76504,1.35481
13,3.41465,2.87265,9.5
14,4.33492,5.79191,6.98315
15,2.28962,4.09022,1.20828
16,5.55418,5.06799,2.40648
17,0.68206,6.10601,4.18601
18,3.70343,4.31915,14.59981
19,5.46965,4.26146,18.35399
20,1.64811,7.07776,19.13858
21,6.92682,4.50115,16.2455
22,0.69459,6.41497,1.4689
23,0.79976,7.46809,5.71098
24,3.47724,2.54221,3.19849
25,2.68295,4.19978,19.39154
26,0.1682,2.5,3.80151
27,5.54833,0.60383,15.40863
28,1.01808,7.45168,7.30151
29,2.36462,0.5778,7.21572
30,2.6884,5.47944,17.05039
31,2.86739,2.5,17.85083
32,4.20918,2.3503,1.10124
33,6.96153,5.87231,10.00483
34,7.42639,6.43077,2.74972
35,0.36084,7.07277,13.58128
