c,x,y,z
0,0.51614,5.05311,12.50953
1,4.90144,5.24048,13.34974
2,6.37878,0.91636,16.75088
3,2.16495,5.01925,9.79771
4,3.69648,6.54445,14.60224
5,1.34421,6.51308,8.15186
6,4.01818,2.19178,8.60124
7,7.28615,2.39437,9.90113
8,6.83426,5.03677,4.80734
9,2.42952,0.90589,14.59981
10,3.40184,2.97611,8.85252
11,6.8461,2.10601,14.10272
12,4.28962,6.12072,7.5498
13,0.22054,1.06589,9.61333
14,0.53746,5.91121,17.70037
15,4.361,1.57259,19.52079
16,0.48835,5.96141,3.99222
17,1.15139,1.80534,9.66469
18,5.40521,2.52027,4.67317
19,2.49889,4.08858,6.99752
20,6.97025,4.82381,0.58053
21,5.22526,4.9761,13.95604
22,1.44792,1.19978,7.14943
23,3.55208,3.56749,7.94715
24,7.21052,0.07295,8.946
25,2.38491,6.13536,5.85613
26,1.15593,4.15111,6.12539
27,0.26672,7.0421,6.44003
28,3.22136,1.34455,11.89641
29,5.13692,1.89399,6.72422
30,3.54867,4.49889,15.59177
31,4.90563,1.82291,14.24907
32,3.90532,1.38102,9.0
33,5.02107,6.85566,10.06459
34,4.36063,4.47516,16.10556
35,3.32821,6.33414,1.5
