c,Rg
0,2.5593849046597117
1,2.115138060789413
2,1.538092289981326
3,1.7621989875720625
4,2.0515029587353757
5,1.4510531058510572
6,1.60275639633726
7,1.6463299503440978
8,2.2600824046923598
9,1.4008051796734615
10,1.8527801977568736
11,2.2953772409780493
12,2.074724566321997
13,1.8161871211414315
14,1.7487075806434875
15,1.8906553974217515
16,1.2193029551346128
17,1.3013655323928017
18,2.1463123434160276
19,2.1881310548959347
20,1.8264431938059285
21,2.3035108997571507
22,1.7047884352611031
23,1.7890346954712757
24,1.0940032157630983
25,1.5336173146192633
26,1.6004555220936318
27,2.414610848066413
28,2.241613421734444
29,1.667625641503512
30,1.3798047173422767
31,1.72596364669132
32,2.1093109565448147
33,2.5069682615860938
34,1.9941980623298177
35,2.502703441241091
