x,y,z
0,5,5
0,5,4
6,5,4
6,4,4
6,4,3
6,4,4
6,4,3
6,5,3
0,5,3
0,4,3
6,4,3
0,4,3
0,3,3
0,2,3
0,2,4
0,2,5
0,2,6
6,2,6
6,2,5
6,3,5
2,3,9
1,3,9
1,3,10
0,3,10
0,2,10
0,2,9
0,1,9
0,1,10
1,1,10
1,1,9
1,2,9
1,3,9
1,2,9
1,2,8
1,2,7
1,3,7
1,2,7
1,3,7
2,3,7
3,3,7
0,1,1
0,1,0
6,1,0
6,1,19
6,0,19
0,0,19
0,1,19
0,2,19
0,3,19
0,4,19
0,5,19
1,5,19
1,5,18
0,5,18
1,5,18
1,6,18
1,0,18
1,6,18
1,0,18
1,6,18
6,5,19
5,5,19
5,5,18
4,5,18
5,5,18
5,5,17
5,5,18
5,4,18
5,5,18
4,5,18
4,4,18
4,3,18
4,3,19
3,3,19
3,3,18
4,3,18
4,2,18
4,2,19
5,2,19
5,2,0
3,3,1
3,3,0
3,4,0
3,5,0
3,4,0
3,5,0
3,5,19
3,5,0
3,4,0
3,4,1
4,4,1
5,4,1
5,5,1
5,5,2
5,5,3
5,6,3
5,6,2
4,6,2
4,6,3
5,6,3
3,0,8
2,0,8
2,0,9
2,0,10
3,0,10
3,0,11
3,1,11
3,0,11
3,6,11
2,6,11
3,6,11
3,6,12
2,6,12
2,6,11
3,6,11
3,0,11
4,0,11
4,6,11
4,6,12
4,6,11
3,4,6
3,3,6
3,2,6
4,2,6
5,2,6
6,2,6
6,2,7
0,2,7
6,2,7
6,2,8
6,3,8
6,2,8
6,3,8
6,4,8
6,3,8
6,4,8
6,3,8
5,3,8
4,3,8
4,3,7
2,5,18
2,5,17
2,6,17
2,5,17
1,5,17
1,6,17
1,5,17
1,6,17
1,5,17
1,5,18
1,5,17
0,5,17
0,5,18
0,4,18
0,4,17
1,4,17
2,4,17
2,4,16
2,4,17
2,4,18
4,0,12
5,0,12
5,1,12
5,0,12
5,1,12
5,1,13
5,0,13
5,6,13
6,6,13
0,6,13
0,0,13
0,0,14
0,0,13
1,0,13
2,0,13
3,0,13
3,1,13
4,1,13
4,2,13
4,3,13
2,1,5
1,1,5
1,2,5
1,3,5
2,3,5
2,4,5
1,4,5
1,3,5
2,3,5
2,2,5
2,3,5
1,3,5
1,3,4
1,3,5
2,3,5
2,2,5
3,2,5
4,2,5
3,2,5
3,2,6
2,3,6
2,3,7
2,3,8
2,3,9
3,3,9
3,3,10
2,3,10
1,3,10
1,4,10
1,5,10
1,6,10
2,6,10
2,6,11
2,0,11
2,0,12
2,1,12
2,1,13
1,1,13
1,1,12
2,1,12
0,0,7
0,1,7
0,2,7
0,2,6
0,1,6
1,1,6
1,2,6
2,2,6
1,2,6
2,2,6
2,2,7
2,1,7
2,2,7
2,2,8
1,2,8
1,2,9
1,2,10
