c,Rg
0,1.8045226143498452
1,1.2410128521494046
2,1.9427777277135947
3,2.8478226171761474
4,1.3710932805976404
5,1.5761274581073703
6,1.5894871488313453
7,2.102626748450614
8,2.3521655454282975
9,1.214710891117718
10,1.8954144953808918
11,1.901234233123315
12,2.12254421829087
13,1.7508375358382058
14,2.625915306212293
15,2.0717617693644224
16,2.686998429437576
17,1.54153268307876
18,2.2002487112597064
19,1.7100239055931354
20,1.855333910055007
21,1.263523967362709
22,2.109424374017708
23,2.133544193964587
24,1.8653235470019671
25,1.785489807895861
26,2.83611400188709
27,1.4751710729945866
28,1.1424188382988087
29,2.1099852350431267
30,2.56170295703854
31,1.2401094698453037
32,1.9778892463179023
33,2.5278842352647404
34,2.240574132359829
35,1.4102399564258559
