c,x,y,z
0,4.03973,6.92489,10.65
1,2.19878,4.45451,17.55
2,2.39007,3.91299,4.35
3,5.13208,6.67398,13.5
4,6.45296,4.30887,5.35
5,2.35615,5.1443,1.75
6,3.50832,6.71347,18.05
7,2.31915,4.30541,15.75
8,6.5832,3.52027,2.95
9,0.05672,1.88002,18.8
10,2.57908,2.55347,8.45
11,3.70251,0.13848,10.6
12,4.68593,4.21083,17.0
13,3.14385,4.81972,4.9
14,5.71887,7.16889,3.3
15,3.63445,4.86164,14.25
16,6.42996,6.42539,10.8
17,2.63089,1.99331,9.7
18,1.9388,2.10601,2.25
19,5.23838,3.57418,1.9
20,1.95741,1.34272,8.35
21,6.37164,0.78135,18.7
22,6.75594,4.8116,10.7
23,2.01183,3.66229,12.55
24,4.18169,2.83698,15.25
25,5.49564,4.41024,6.95
26,5.76658,1.07594,13.9
27,3.41686,3.14871,8.4
28,5.57373,1.98406,8.75
29,2.29749,1.47563,12.7
30,4.55894,0.00635,6.5
31,7.10342,3.00218,17.2
32,1.01182,7.00672,15.65
33,6.54445,2.99876,15.15
34,0.28587,5.34137,2.6
35,0.64066,4.4903,11.45
