c,x,y,z
0,0.58454,4.64586,11.3
1,0.62713,6.56973,1.7
2,0.91626,1.40844,6.0
3,6.60708,3.97968,3.4
4,2.85893,4.60724,10.45
5,3.79156,2.96893,9.55
6,7.4579,2.11805,12.35
7,3.33022,5.55418,4.0
8,6.39142,6.20404,16.15
9,5.96323,6.92196,9.9
10,1.31996,3.01284,3.2
11,3.62997,7.00357,2.25
12,5.01815,0.8476,14.1
13,1.83027,2.77742,8.5
14,4.5,6.11002,11.4
15,4.72807,0.73832,4.15
16,0.68188,4.24951,3.45
17,2.1884,4.06102,15.25
18,5.51625,5.39801,14.35
19,0.9599,6.99142,11.1
20,4.01952,0.72712,8.8
21,3.78363,1.09361,14.25
22,3.34455,3.8116,16.35
23,0.2359,7.05985,5.6
24,0.12657,2.26458,16.35
25,2.23977,6.09981,8.85
26,4.18731,3.76273,7.2
27,5.85641,3.34279,3.55
28,3.13822,2.94689,3.5
29,2.8355,5.75654,17.9
30,5.12903,6.79565,6.5
31,2.20905,0.85313,17.55
32,5.42159,2.76936,14.85
33,5.55208,3.60076,13.6
34,2.66166,4.59238,9.5
35,5.10601,3.33635,18.2
