c,Rg
0,1.7565750112363547
1,2.4828856969461963
2,1.769428432064999
3,2.597408034368108
4,3.094390538135095
5,2.305340222635262
6,2.098457473216934
7,1.8759390627896204
8,2.5907864218611305
9,2.198266281413605
10,2.129782387686592
11,2.267097989280569
12,2.2853570358480093
13,2.109513945462319
14,1.8895541757779797
15,2.4192677067658304
16,2.1378826724822857
17,1.9255220515226512
18,1.7554390654192473
19,2.6349721859063333
20,2.068387434814861
21,2.584449577801819
22,1.8203885815946
23,1.7088415215285473
24,2.035240673040906
25,2.245774848932991
26,2.4712761922941757
27,2.4295929849462437
28,1.8543165821671337
29,1.7294131754152908
30,1.7689651628282566
31,2.009545569450964
32,2.397508488097592
33,2.5735466814689802
34,2.73235678186433
35,1.705546329625789
