c,Rg
0,1.8674059599883472
1,2.648631229635413
2,1.8511385577530388
3,2.0360698202419285
4,2.047381615722873
5,2.0685831319287122
6,1.9505620304414828
7,2.5859995299690217
8,2.4994132657485837
9,2.22509146477173
10,1.6920957912600572
11,2.277899351288375
12,2.4973856610663883
13,2.536730570655859
14,2.8087664703566935
15,2.3012351092619805
16,2.05133992668207
17,2.5128982781242857
18,2.241645655338952
19,1.7909011857162862
20,2.2388569460552854
21,1.6888743270296933
22,2.099851776340416
23,1.475562157992675
24,3.4354062881848484
25,2.244598167735152
26,1.6795992173432326
27,1.6930456653321553
28,2.0352336859682723
29,1.6581710412379054
30,1.4614524471908075
31,1.5116903725300364
32,2.100547663110742
33,2.2037002082179877
34,2.1071934946985764
35,1.7271215231419013
