c,x,y,z
0,1.27285,5.51093,17.4
1,0.57104,3.42259,15.95
2,5.23842,5.64541,13.45
3,6.46681,1.66166,9.1
4,5.04167,0.08048,12.15
5,3.89006,2.37994,4.95
6,3.10145,2.37996,16.15
7,5.97567,5.13253,16.55
8,5.52027,1.43115,1.85
9,6.00312,2.95374,18.25
10,4.91894,5.71038,7.85
11,2.22258,5.83505,15.4
12,3.94619,3.66166,15.35
13,2.04386,4.03824,2.05
14,0.56108,2.64193,1.2
15,4.16493,5.67534,4.7
16,5.06511,6.59261,8.25
17,3.13927,4.20594,9.25
18,3.08933,3.67011,4.75
19,3.88195,4.97496,8.35
20,1.6497,3.47352,6.75
21,1.01727,2.10601,13.15
22,5.35866,6.58172,2.55
23,2.91401,3.96421,11.6
24,5.10188,0.92856,18.3
25,0.65267,0.57461,7.25
26,0.4168,4.44106,6.65
27,3.38013,7.40977,3.9
28,6.27031,7.00407,3.4
29,1.95374,4.60653,14.3
30,2.68528,2.61623,3.05
31,4.83116,1.22289,15.55
32,6.5502,2.7086,11.6
33,1.12718,1.86178,9.9
34,3.09694,7.42399,11.9
35,3.49424,6.65788,15.3
