c,Rg
0,2.2405188814424215
1,2.482973893861955
2,2.4313564857914196
3,2.486002125381231
4,3.2818378958291037
5,2.566657368582725
6,1.8286078764459044
7,1.7536427754819395
8,2.4290297220289423
9,2.1943563056623234
10,2.3403256251427917
11,2.3655869574378365
12,1.8887193227422647
13,2.4557058205330704
14,2.7161692737014755
15,2.3876822879101818
16,2.0577255281499522
17,1.762992007355677
18,2.665608295492794
19,2.116918589766739
20,2.674013222854368
21,1.523498008728597
22,2.154314065915181
23,2.622258149858629
24,2.2664046678605305
25,2.446519121731935
26,1.8200283525538825
27,2.3462292803773463
28,1.683256357332418
29,2.107266081561605
30,2.48269203317689
31,2.228342928231649
32,2.501786174016477
33,1.7133291343171633
34,1.872152535078272
35,1.879185029154926
