c,x,y,z
0,0.68206,3.21887,14.9
1,3.40706,2.30352,5.7
2,4.5,3.57668,9.75
3,3.39801,6.31794,14.8
4,0.6159,6.09699,15.7
5,3.91142,1.45848,9.45
6,5.42394,4.67062,5.3
7,6.69733,4.73807,11.85
8,2.28891,0.10964,13.7
9,6.09981,5.55837,17.8
10,2.53765,4.28792,3.2
11,3.22867,4.15055,18.15
12,6.76052,7.32766,2.8
13,1.33583,0.4168,10.55
14,7.21766,3.41115,11.75
15,5.51865,1.30054,1.8
16,0.50303,1.78917,9.35
17,4.5,6.26134,4.7
18,3.72147,4.24951,9.05
19,5.17601,3.09156,16.05
20,1.94413,0.4732,2.35
21,4.38208,1.97757,17.25
22,2.75394,6.00319,6.8
23,0.52679,2.21083,6.6
24,4.52776,4.16276,15.2
25,5.14609,1.44792,12.05
26,0.45605,5.23925,7.1
27,4.02764,1.09287,15.9
28,5.92195,6.60155,4.85
29,6.50407,0.47315,17.7
30,1.6884,4.57752,4.45
31,2.38491,4.00051,12.05
32,4.15487,3.91597,13.95
33,3.34411,4.76006,6.1
34,6.93049,1.36963,6.7
35,0.04512,6.6884,11.85
