5.766281,0.000000,0.000000
4.382822,0.686124,0.114354
4.335644,0.739793,0.123299
4.218394,0.578535,0.096423
4.167128,0.658935,0.109823
3.942601,0.726544,0.121091
3.545014,0.663431,0.110572
3.224822,0.690086,0.115014
2.833058,0.642012,0.107002
2.679443,0.523413,0.087235
2.318495,0.490900,0.081817
2.292522,0.314980,0.052497
2.258833,0.312465,0.052078
2.085490,0.406537,0.067756
2.239581,0.406176,0.067696
2.316636,0.383200,0.063867
2.139080,0.379069,0.063178
2.298134,0.368812,0.061469
2.238895,0.418181,0.069697
2.184393,0.312301,0.052050
2.264268,0.323847,0.053975
2.263430,0.420272,0.070045
2.048076,0.300504,0.050084
2.163754,0.398304,0.066384
2.174881,0.316710,0.052785
2.278307,0.386833,0.064472
2.208568,0.342781,0.057130
2.216546,0.326929,0.054488
2.238525,0.389743,0.064957
2.244030,0.480831,0.080138
2.284758,0.309352,0.051559
2.276323,0.388513,0.064752
2.252544,0.387542,0.064590
2.288266,0.414465,0.069077
2.206817,0.391545,0.065258
2.123515,0.329512,0.054919
2.158466,0.331015,0.055169
2.247135,0.318845,0.053141
2.225662,0.347182,0.057864
2.197269,0.433325,0.072221
2.120968,0.351489,0.058582
