c,x,y,z
0,5.27546,0.84603,2.95
1,0.70147,6.61384,17.1
2,2.61006,3.2914,13.85
3,5.83385,0.39292,8.65
4,3.73391,7.02058,7.3
5,1.02446,2.26146,4.25
6,2.16884,5.66698,7.0
7,6.10525,4.94364,13.05
8,3.34803,1.69991,12.65
9,2.33201,0.8872,2.0
10,4.5,4.33161,9.85
11,4.93292,2.55418,12.55
12,3.84419,3.40957,0.85
13,4.43794,1.27193,10.0
14,4.9566,4.27193,3.25
15,5.87944,1.59826,16.45
16,2.40884,1.57297,7.2
17,1.34932,3.77742,16.95
18,5.62169,3.02444,10.35
19,4.90563,5.16205,16.6
20,3.32778,4.80288,8.9
21,1.67594,3.35465,1.85
22,5.5,5.66839,1.35
23,0.60195,6.90461,5.35
24,3.84889,3.1173,18.7
25,3.05852,0.42146,4.8
26,6.2616,2.63796,4.25
27,0.9,3.85746,4.65
28,7.16763,4.58112,8.9
29,3.54142,4.04558,4.6
30,0.22665,2.34508,9.0
31,1.20737,4.33324,11.7
32,1.78113,6.95361,12.0
33,3.13564,1.60032,17.45
34,2.89399,5.22278,14.7
35,5.46203,7.05985,13.75
