c,x,y,z
0,5.44582,7.47412,15.35
1,2.82753,0.49322,11.15
2,5.30124,2.7164,17.4
3,4.68129,2.0,4.65
4,1.0,2.34455,11.95
5,1.61933,0.65555,13.95
6,2.22894,3.20485,17.45
7,2.33161,0.13349,8.15
8,1.68688,3.66166,4.5
9,1.24937,4.70487,3.3
10,2.65589,2.10601,10.1
11,4.35398,1.42894,15.35
12,2.62885,4.72807,12.85
13,4.90563,0.34924,3.6
14,5.76396,0.49322,12.55
15,7.4189,7.39575,17.65
16,6.42492,2.21083,9.75
17,3.82407,2.1193,18.95
18,5.89756,1.43203,10.15
19,2.55418,1.41596,4.0
20,6.10601,6.20829,5.45
21,6.85195,6.26902,1.9
22,7.34191,2.89731,8.2
23,4.95385,3.48627,18.85
24,5.17238,5.7633,11.35
25,0.10356,4.33545,19.0
26,2.05077,4.5,13.55
27,2.13253,4.0612,11.5
28,3.11509,6.92966,3.2
29,4.60311,4.07606,9.1
30,4.98898,6.68586,6.6
31,5.94586,5.00044,9.05
32,4.93765,3.34411,13.6
33,1.39135,6.20024,15.25
34,1.28113,4.21754,7.65
35,4.39399,5.77558,10.4
