c,x,y,z
0,1.76193,1.70251,16.1
1,5.72284,3.89399,1.3
2,7.37162,3.52622,9.75
3,4.39276,3.89399,13.65
4,5.21711,5.51854,11.55
5,4.52027,3.6757,9.9
6,1.50052,5.20982,2.45
7,4.67379,3.60315,16.1
8,1.65545,1.29144,11.7
9,4.04674,3.10601,18.0
10,6.85195,0.63785,6.6
11,6.27646,4.19853,18.2
12,6.82208,2.12591,3.75
13,1.00173,1.95412,11.75
14,3.1884,0.03508,9.5
15,2.5,5.09826,6.6
16,0.0059,5.98964,7.9
17,4.3806,7.25421,2.65
18,1.53928,3.07231,5.95
19,1.95675,3.03579,15.05
20,1.01417,2.08234,2.75
21,1.29477,1.95374,19.1
22,5.71038,4.91596,6.2
23,1.69337,7.25,13.75
24,3.86551,5.69089,15.15
25,3.27234,3.1585,7.7
26,3.02906,5.75063,3.05
27,3.32306,5.5,18.6
28,3.91539,0.07804,4.45
29,6.14901,5.76658,15.55
30,5.5,3.29076,2.7
31,6.0647,0.4168,17.2
32,0.77039,6.80824,9.15
33,3.703,2.73317,5.35
34,7.15912,2.09059,6.85
35,7.01912,3.39439,12.75
