c,Rg
0,2.120082455684212
1,1.7877507411549296
2,2.188097774072265
3,2.0079955718327667
4,2.356617162990205
5,2.2798103487790384
6,2.847976295284074
7,1.5746282723233442
8,1.6726886420371245
9,1.7153270634488342
10,2.592904580292148
11,2.0661600180286133
12,2.1308085318019545
13,1.9874082280699155
14,2.2385216018613714
15,2.4345181893138528
16,2.073777807191503
17,1.8947239436920618
18,2.2918925021257
19,1.826513979141687
20,3.0156786782580136
21,1.8345954030793818
22,1.8829472187238814
23,1.6998620798464796
24,2.198769592840505
25,3.038387216485088
26,2.1746794589548135
27,2.0752416700230363
28,2.146508908576901
29,2.8218034592260315
30,2.36407915749452
31,2.0169931042271814
32,2.0711645501504705
33,2.0558125054829297
34,1.9730369186611794
35,2.8628641329270237
