c,x,y,z
0,3.60011,6.85195,7.6
1,3.69161,6.36485,17.7
2,5.31316,3.66839,4.3
3,5.02444,0.30241,13.65
4,5.99705,4.38964,8.25
5,3.51118,4.82381,3.15
6,5.3048,4.95869,18.0
7,1.78962,1.77464,13.1
8,7.08066,3.47378,4.9
9,2.34356,6.65794,15.85
10,2.07865,1.41312,4.9
11,4.89012,0.4005,11.5
12,0.00617,0.09855,16.25
13,5.1585,0.29265,3.5
14,2.90349,6.21354,2.0
15,3.93663,3.97248,14.55
16,0.49539,5.72618,7.95
17,2.77015,7.05318,11.95
18,2.90174,2.20027,5.55
19,1.34979,2.88491,1.8
20,0.24406,4.15418,6.35
21,2.0063,7.41681,18.75
22,0.40868,4.76826,10.0
23,3.50162,3.11509,12.1
24,5.5,4.23807,15.9
25,6.72198,6.78336,3.0
26,2.94326,1.89399,12.2
27,3.63991,6.36963,4.5
28,5.05343,0.85313,9.0
29,1.00918,1.48178,10.35
30,4.07121,2.91855,7.6
31,0.32718,2.37819,16.7
32,3.2609,3.00513,18.2
33,1.23894,3.07338,15.35
34,6.57206,3.13994,2.35
35,5.91932,4.8116,11.2
