c,Rg
0,2.309278459822462
1,2.1879876549011876
2,2.4549574087751505
3,2.3717641590175025
4,1.7856597593326675
5,1.7137782244502935
6,2.1433851124098062
7,1.8904975250182159
8,1.8037211473229444
9,2.6970857757957942
10,2.2370813914562877
11,1.992629316305469
12,2.4495900777477035
13,2.269460551342543
14,2.0381870793918795
15,3.1935074053616974
16,1.9300748226947058
17,2.609221071392763
18,2.0638402508430733
19,2.0891043803745184
20,1.9967010472276514
21,1.997194643693999
22,2.553563122403674
23,2.7014593449652358
24,2.457902635764891
25,2.3143755910612263
26,1.9774640448058722
27,1.4818496146708005
28,2.529589824161221
29,2.1753290620501535
30,2.5562235717949235
31,2.4981364065438862
32,2.461934590703011
33,1.8623239195156147
34,2.0667269632924423
35,2.7469787295317745
