c,x,y,z
0,2.8984,5.28962,10.35
1,0.09113,1.09281,9.0
2,0.18322,2.15068,9.1
3,5.27075,1.96235,9.95
4,1.33754,2.26146,9.75
5,1.59156,1.21038,10.6
6,6.47784,3.73854,10.2
7,7.22075,6.85195,7.8
8,4.3886,6.15068,9.95
9,5.73854,0.66141,9.65
10,4.07606,3.19807,7.55
11,4.68528,1.45167,8.3
12,2.5,6.97242,9.1
13,0.63937,3.30888,9.65
14,3.40844,6.83407,9.75
15,0.16593,4.46085,7.7
16,6.7593,2.00693,10.55
17,6.43679,5.1585,10.35
18,4.38964,2.97757,9.65
19,4.42582,0.59156,10.1
20,0.57379,6.07144,8.45
21,1.59826,3.73854,10.15
22,1.05311,5.59277,14.75
23,5.43742,3.05311,9.7
24,5.59156,6.57325,9.6
25,2.94689,0.89399,10.45
26,1.44792,0.00192,8.65
27,2.94148,2.44582,5.45
28,2.81834,3.92498,10.45
29,2.46533,4.78962,12.5
30,3.13253,2.44987,9.6
31,5.6497,5.56514,11.55
32,5.19978,3.43108,14.55
33,2.21038,5.5,12.0
34,3.4344,4.09156,9.25
35,4.46388,5.36063,11.15
