c,Rg
0,1.8054952170803444
1,2.0666344645340646
2,1.7950219923443835
3,1.472254972822303
4,2.541157618488078
5,2.0094115823792795
6,2.1234262046984353
7,2.0412231094370847
8,1.9082623682292748
9,2.262859290919345
10,2.2461116546155937
11,1.8666046192217571
12,2.1561241612671567
13,2.561530577311151
14,2.2688126361601566
15,2.526306267359522
16,2.352043515009873
17,2.2330846422157853
18,1.6057539028443928
19,1.8931746742971183
20,2.8029393944393446
21,2.125682503879636
22,1.7239079773584203
23,2.0482286802259164
24,2.4103801853856996
25,2.169305945458132
26,2.3945387459383487
27,2.002200710143716
28,2.1686187757418316
29,2.793489642901867
30,1.956660270256439
31,2.333916613441877
32,2.5239693895528927
33,2.0442148253057946
34,2.830449628398287
35,1.7178000240132725
