c,x,y,z
0,2.55208,0.79596,15.95
1,3.84582,4.48033,5.1
2,5.1585,0.92909,8.95
3,3.75427,5.16917,14.65
4,6.60708,6.83232,12.4
5,3.52402,3.23929,10.8
6,4.04626,3.7758,2.1
7,1.41181,3.07306,17.1
8,2.82385,2.45661,12.25
9,5.34455,2.33765,17.4
10,6.67471,2.45363,5.6
11,6.20922,5.18503,18.1
12,5.52773,3.7086,2.5
13,5.04259,4.74919,12.95
14,3.14737,6.0,11.3
15,7.25,2.65805,10.75
16,1.10244,5.20594,9.85
17,2.75152,6.83426,2.65
18,2.0,0.39529,7.2
19,1.57986,6.0104,15.55
20,0.4757,4.08863,3.45
21,2.16131,3.13493,18.1
22,5.27465,5.96215,4.45
23,7.12838,4.20744,13.75
24,4.89399,4.65318,14.85
25,3.29979,7.21275,8.6
26,1.30703,4.5,5.1
27,6.39142,0.49322,18.3
28,5.33834,1.70734,6.65
29,3.49424,0.36656,14.15
30,1.71038,1.9784,2.1
31,3.23342,5.38669,18.25
32,0.13407,6.9941,7.7
33,2.89756,1.65545,4.2
34,7.31226,3.19603,8.05
35,0.39529,2.0,13.0
