c,x,y,z
0,5.01815,0.94689,4.4
1,0.56162,5.89697,14.75
2,5.57106,5.17615,3.1
3,3.39801,1.36497,10.9
4,1.25227,2.24549,12.4
5,2.86116,5.77558,15.0
6,5.8116,7.27737,8.95
7,5.56369,4.41481,18.6
8,1.98424,3.32245,17.95
9,2.595,3.54833,15.45
10,5.07606,4.64943,11.6
11,1.14597,2.77398,4.6
12,0.53746,1.96235,17.2
13,1.5808,2.82666,7.95
14,5.71653,3.63304,15.5
15,3.9149,0.29203,13.85
16,4.85229,6.92454,6.65
17,1.34074,2.78962,6.95
18,4.4502,5.517,10.55
19,0.6115,4.11509,11.45
20,2.35854,7.49173,8.8
21,1.05264,1.37408,4.05
22,4.76927,1.1908,3.7
23,1.32298,5.43108,6.45
24,3.45125,0.63399,17.55
25,2.96235,6.77452,18.8
26,4.99755,1.78609,17.4
27,5.99891,3.14385,8.0
28,1.42454,5.39542,7.7
29,0.17658,1.41434,2.0
30,7.20969,2.39399,13.35
31,2.2262,2.71887,1.95
32,2.94841,0.98165,10.6
33,4.74859,3.76799,17.35
34,4.25858,4.14385,3.75
35,1.54121,5.21887,4.35
