c,Rg
0,1.65231182786422
1,2.151541691392477
2,1.7489291969945495
3,2.3329345630342915
4,2.4755002794586796
5,1.7227363817485253
6,1.9035532026449906
7,2.4509470039150174
8,1.8007268802625234
9,2.527975160637461
10,2.104820377181863
11,2.234900655174632
12,1.7208362005722682
13,1.9667437901516303
14,2.4144550987955853
15,2.216815242211222
16,2.4853305551576033
17,2.7680169848647966
18,1.6525280381585057
19,1.6327524315706898
20,1.8149997794490222
21,2.274832371340799
22,1.8563350229147755
23,1.8563455734318437
24,2.0816114364837643
25,1.537107339713138
26,1.7208743232729116
27,2.066881402499911
28,2.3101081630521114
29,3.368908767672405
30,1.672485985621404
31,2.4062946000853676
32,1.9743605029730513
33,1.6139418200170663
34,2.384052730897536
35,2.366025344454281
