c,x,y,z
0,5.93939,2.33834,5.55
1,6.35402,2.21513,13.15
2,3.71038,7.40557,5.3
3,1.28197,5.38145,2.45
4,3.13702,4.87238,6.8
5,2.87647,1.08125,18.2
6,6.59062,2.97712,2.35
7,2.50318,5.63937,11.35
8,0.33375,4.75654,11.6
9,4.60601,7.32932,7.8
10,4.08132,6.04113,16.55
11,4.83949,6.60863,2.5
12,0.98839,3.95374,13.55
13,2.03677,3.11509,2.15
14,5.20011,4.78917,9.5
15,1.04084,2.01532,8.5
16,3.40339,6.69218,13.25
17,4.57852,1.51711,8.05
18,4.43904,5.88616,10.7
19,1.33161,5.44996,8.3
20,0.32718,6.12877,16.2
21,1.12063,6.57809,6.45
22,2.64655,0.5892,11.6
23,3.78962,0.95374,13.7
24,1.44792,0.94255,16.4
25,5.0,3.91539,18.05
26,0.94255,3.58356,17.75
27,1.13892,3.35184,5.5
28,0.04639,0.50879,2.2
29,3.03845,5.75063,2.5
30,5.8116,2.88332,17.65
31,4.5,2.95741,6.55
32,4.0,3.74859,13.55
33,6.80401,4.22015,17.05
34,4.13822,2.85728,3.65
35,0.11695,1.49013,11.2
