c,x,y,z
0,5.9764,6.60677,12.0
1,3.45765,4.97757,17.5
2,5.08293,2.63597,13.3
3,2.45041,1.8415,2.75
4,3.21416,0.02262,12.45
5,1.88912,5.43463,3.1
6,1.57092,5.0,10.0
7,3.33296,2.0,7.6
8,4.43701,0.73832,4.85
9,4.26146,5.82866,16.9
10,2.19084,2.77449,1.65
11,7.05891,0.97854,15.0
12,0.73885,6.99393,16.95
13,1.33834,3.33834,4.3
14,6.06511,1.4509,11.2
15,4.03983,0.82873,17.7
16,3.55286,6.0,4.6
17,4.16384,3.23807,17.5
18,4.523,3.567,5.55
19,5.26146,6.78252,3.05
20,6.92175,4.44792,12.0
21,1.54174,4.84375,1.3
22,0.22471,6.80263,7.65
23,5.99956,3.89974,18.6
24,1.91142,5.29266,13.2
25,2.46472,2.297,10.45
26,6.84896,0.44504,7.1
27,3.99804,5.90243,13.1
28,2.12764,1.24937,5.75
29,0.35915,4.06857,7.45
30,2.04016,4.4152,14.95
31,3.61168,6.55006,8.75
32,1.79989,2.10601,13.85
33,3.98353,3.79406,8.0
34,5.23342,3.51937,10.0
35,6.41436,3.40625,4.55
