c,Rg
0,2.0276724649212947
1,2.4214197871703287
2,1.8714186898714038
3,1.6787830526009013
4,3.256642747324305
5,1.5558272278437602
6,1.909124066895601
7,2.2166328939632742
8,1.7552466994983922
9,1.6886588606642845
10,2.0855110704573105
11,2.258117422212583
12,1.9940079875717647
13,2.745308082401682
14,1.6883776729156303
15,1.3892454886016363
16,2.1757084224684147
17,2.1599959685379044
18,2.3285280016568404
19,2.676019149146732
20,1.9342236593786148
21,1.930548714873572
22,1.6412051870500532
23,1.6555080660933064
24,1.8739793361187311
25,1.782013278738405
26,2.167061923549948
27,2.2342971520368544
28,2.1990648225325238
29,2.0548430296497098
30,2.0154238704550465
31,2.167273247654758
32,2.0011034830063137
33,2.5693153268721223
34,2.919845581961485
35,2.5613947463247437
