c,Rg
0,2.174263676788075
1,2.1572873500069476
2,2.518557089863162
3,2.5288434192136138
4,2.1983967192706597
5,2.1115376107472015
6,2.394445737472453
7,1.9573540550702622
8,2.3525464968199885
9,1.5454686499570283
10,2.1761113954023585
11,1.940255304541132
12,2.347619630370303
13,2.016413556019697
14,1.5298136440756436
15,2.2100133393488828
16,2.3608875102384697
17,1.9261905478171155
18,1.9539606899832966
19,2.283440164882802
20,2.1653781438123
21,2.884630081327587
22,1.8461943315371758
23,1.9910500066045553
24,2.393628672225498
25,2.0088869452012474
26,2.295932283605072
27,2.5474573655509913
28,2.204038621122597
29,2.2787797563608465
30,2.5475411882833225
31,1.7891227245217136
32,2.5536523225568515
33,2.1892465566491133
34,2.1921404887917197
35,2.37709060193338
