c,x,y,z
0,7.04883,3.22258,13.45
1,0.04639,7.45681,6.5
2,3.55646,4.15658,5.1
3,3.22176,6.12634,2.45
4,3.29724,0.08823,9.15
5,5.34411,4.21964,18.25
6,4.93849,1.21095,18.0
7,3.55208,1.33581,6.25
8,4.30837,6.03765,16.9
9,6.30547,4.21754,10.4
10,4.45886,1.84165,1.15
11,2.37005,0.33299,4.55
12,1.93765,3.04674,10.95
13,1.11852,4.02288,7.35
14,4.86747,5.7633,11.65
15,1.41596,1.44792,2.2
16,1.31174,2.85615,3.25
17,2.70924,1.16292,17.1
18,3.07749,4.36302,14.85
19,2.88772,2.81576,8.0
20,5.96275,4.36696,5.55
21,1.80522,2.00187,10.3
22,0.00963,1.87348,13.65
23,2.96323,4.94143,12.75
24,6.69112,6.39142,15.4
25,0.06734,5.75654,11.8
26,2.32402,1.66335,14.15
27,3.49897,2.60601,6.1
28,5.39801,7.11772,3.2
29,1.12638,2.87792,16.0
30,4.55871,7.09729,6.05
31,5.70897,6.95707,9.25
32,1.12741,4.36225,18.35
33,2.79018,3.99037,17.35
34,4.76649,1.24346,11.2
35,1.97621,6.48386,18.65
