c,x,y,z
0,6.74629,5.0,7.8
1,5.62964,7.24481,11.4
2,3.3243,1.03955,16.2
3,1.25163,5.4188,14.4
4,4.79946,3.26633,17.5
5,3.86116,4.07606,15.6
6,1.28134,1.5,2.65
7,3.66292,5.66551,11.45
8,0.53714,3.36009,4.35
9,4.21887,1.44582,4.05
10,3.64218,5.33834,19.1
11,0.20507,4.0612,2.75
12,2.43093,4.67411,5.45
13,3.09562,1.9388,18.85
14,6.67282,1.47749,14.15
15,2.64751,3.48146,12.55
16,5.1857,5.7633,18.0
17,0.1753,1.40068,9.05
18,6.85195,1.21095,6.85
19,6.78391,6.32174,4.85
20,3.87252,6.33743,8.25
21,5.15887,2.70031,18.95
22,7.11747,4.77292,14.45
23,5.61509,4.3649,12.6
24,5.71635,5.01914,3.4
25,2.55418,2.19362,5.5
26,1.29412,7.03949,17.55
27,1.59758,1.30406,10.45
28,1.75903,4.61701,8.6
29,2.97522,4.1616,15.1
30,5.06785,3.93983,5.65
31,1.72897,6.78598,14.8
32,6.09659,3.9924,9.3
33,4.47053,2.01818,12.25
34,1.67239,4.97757,10.6
35,3.60016,2.39604,8.95
