c,Rg
0,2.3083715202063986
1,1.6984751243394767
2,1.9594192681761606
3,2.1812775974873078
4,1.719264542820563
5,1.671917627935061
6,2.4936736412369602
7,1.9263419867718192
8,2.152039941102395
9,2.2022345726556924
10,1.7936379322483118
11,2.2161074422735014
12,1.6367743297718227
13,1.5034600749604226
14,2.3338718497809596
15,2.612895270250991
16,2.5802771451919653
17,1.8894253577476938
18,2.3928580721179435
19,1.908742807399677
20,2.606978608044186
21,1.9761741456916193
22,2.217315233091587
23,2.012485642706551
24,2.214979308706969
25,2.081593272111533
26,2.448347448545651
27,2.0869622051441183
28,2.7609460487485085
29,1.9920811158183294
30,1.9951337699512783
31,1.8957553365611295
32,2.0749768971243996
33,1.8897242025491443
34,2.0050136788810193
35,1.7121418749624693
