c,Rg
0,1.8913859713183876
1,1.8895145967152518
2,1.9578646386561047
3,2.805895508050861
4,2.0496378442300482
5,2.7507743820422643
6,2.4987300262333263
7,2.560189994902722
8,1.643094443572858
9,1.8439657574369432
10,2.6089048883008363
11,2.2545185390455322
12,1.6915304375919458
13,2.3424411762518176
14,2.487782759748125
15,1.9933564731878741
16,1.9127359321401374
17,1.995412716833287
18,2.5339530147380396
19,2.0251492750165356
20,2.199603745427799
21,2.043243021277694
22,2.1102481272589726
23,2.4938671025136845
24,1.6796674013923114
25,2.381350886051865
26,2.303810947669101
27,2.2781688043031405
28,2.830239463084352
29,2.2806281924285683
30,2.40671646394003
31,2.4512720399213137
32,2.204100149857079
33,2.115376483607587
34,1.774405603462748
35,2.032887593793616
