c,x,y,z
0,2.28962,3.322,7.9
1,6.64295,3.86474,15.05
2,6.16426,1.70859,3.9
3,1.52803,2.5,10.35
4,0.19989,7.08319,13.05
5,3.65703,6.77335,16.45
6,5.68935,1.18546,6.75
7,4.18367,0.90301,18.5
8,2.66166,3.86523,17.4
9,2.03765,3.8415,13.25
10,3.41691,5.96652,12.4
11,3.22758,1.73008,3.45
12,0.67013,5.25375,16.95
13,5.28113,4.52402,5.95
14,5.37318,3.85711,16.8
15,4.95149,2.0926,10.6
16,3.4344,6.73734,7.55
17,2.28962,3.36351,3.95
18,0.68206,5.86825,10.4
19,1.27029,2.76193,13.2
20,5.29749,0.62181,11.05
21,1.28113,7.37898,6.95
22,0.25072,3.04803,2.5
23,6.1585,4.43631,7.9
24,1.35105,2.20058,17.95
25,6.47489,3.68541,15.85
26,4.76169,0.03847,18.15
27,3.32085,4.45167,9.6
28,4.76658,2.60601,7.15
29,1.31963,5.52251,2.4
30,5.23397,2.24476,13.3
31,5.49101,1.0235,0.85
32,3.05311,7.45136,12.25
33,2.72322,5.75654,14.35
34,2.89668,0.29687,5.75
35,5.96045,6.04125,3.8
