c,Rg
0,2.3522793807284033
1,2.1450271042809694
2,2.763544997896723
3,1.974580726939266
4,1.780412807216349
5,3.3105707382413683
6,2.5579468709103397
7,1.83789730512888
8,1.7485561154278122
9,2.2972001438707945
10,2.3343622093625487
11,3.402131255801281
12,2.212979856121605
13,2.5515117336982795
14,3.400175307259907
15,2.737444494597105
16,3.327640898324217
17,1.6104154484169606
18,2.4931282946932356
19,3.103091875694305
20,2.7406916547470273
21,1.912150357058775
22,2.1693631204802943
23,2.524648047273124
24,2.9386960534903914
25,2.0584275685338067
26,2.112216171323381
27,2.799067792819603
28,2.5002237320087977
29,3.3567566283691166
30,2.209964439216161
31,2.2500053321270155
32,2.0726175865798306
33,2.074452883678007
34,2.1262759905760116
35,2.678449531389382
