c,x,y,z
0,4.93239,5.58424,7.95
1,2.38708,1.11655,9.3
2,3.64493,1.82021,15.0
3,3.18316,5.94586,10.05
4,5.60601,5.71757,18.0
5,7.27925,0.02512,18.45
6,3.52056,4.25455,3.4
7,1.397,1.44792,5.65
8,7.05985,7.09023,7.1
9,5.75754,5.64335,4.85
10,2.46524,3.40622,12.95
11,0.98289,3.13208,2.4
12,6.92972,2.13032,2.9
13,1.38261,2.72218,16.15
14,1.85145,4.25005,12.8
15,3.31824,0.3631,15.75
16,0.04678,0.04546,15.7
17,0.39529,5.38491,10.1
18,5.1274,3.94619,6.8
19,2.78889,4.01062,3.25
20,5.12694,1.17365,4.4
21,4.70163,3.13253,14.65
22,1.10072,0.72133,11.7
23,3.64863,0.63281,12.25
24,7.02745,0.65702,1.35
25,1.63538,5.84407,4.3
26,4.55418,5.16172,16.95
27,5.90243,1.5,12.4
28,3.74335,2.39842,4.45
29,0.40114,4.04626,15.25
30,2.75654,4.12481,8.15
31,3.84582,6.42788,15.75
32,7.14432,5.28228,12.1
33,5.45327,4.21243,11.15
34,1.60677,2.76193,7.35
35,5.30124,4.10988,7.8
