c,x,y,z
0,2.60016,4.5959,8.9
1,2.28891,3.71157,17.95
2,1.38964,7.14778,4.55
3,7.24526,2.86747,12.65
4,7.14399,4.75952,5.75
5,1.05241,1.69337,4.7
6,5.5,3.0,14.9
7,5.87231,5.55894,14.15
8,3.67128,1.84932,9.0
9,6.3486,0.97238,12.25
10,5.83505,2.36593,3.6
11,3.0,3.27996,10.65
12,2.0,6.54445,11.25
13,1.44582,2.71887,8.55
14,3.35902,2.40842,1.15
15,0.07254,5.39399,9.15
16,6.73395,4.02625,9.65
17,4.28962,7.16212,16.7
18,6.5243,1.65264,7.8
19,0.20652,5.98075,5.05
20,0.57131,1.47858,7.4
21,1.60601,0.79681,16.95
22,1.33888,5.2759,12.0
23,4.29749,2.65545,11.15
24,6.67124,6.5243,12.75
25,1.90851,3.86116,2.45
26,1.16932,0.30267,12.25
27,2.66479,2.86747,3.65
28,4.0,0.00048,10.1
29,3.69551,3.83708,11.45
30,3.29749,7.06806,5.65
31,2.60016,4.49891,16.95
32,0.67361,5.42743,17.25
33,6.6831,1.17468,18.25
34,3.73291,1.08217,3.05
35,4.74995,5.50871,10.55
