c,Rg
0,3.7180936197465493
1,2.9496400240368317
2,5.256272603822979
3,3.844010510768668
4,4.58749421319526
5,4.823383819529606
6,4.561304930872305
7,3.4484607877863422
8,4.012941329012922
9,3.934851678856523
10,4.531984883028627
11,3.638018008875162
12,3.2799193625758547
13,5.102254627916957
14,4.9645287188715095
15,4.114989007227115
16,3.507865079574755
17,4.125236241719982
18,4.889292814968234
19,4.922392169433476
20,4.398522760257129
21,4.451420550723106
22,4.298637033874807
23,4.188692610170864
24,2.0663042498625415
25,3.7649706939629692
26,4.290352531016537
27,5.3786649012649965
28,5.277313342989973
29,3.610402979183903
30,4.612495613634771
31,4.598357906046461
32,4.757642954499633
33,5.080354318352215
34,5.487726050314466
35,5.056645375997807
