c,x,y,z
0,3.40844,5.42908,10.1
1,7.21184,1.65545,9.05
2,0.2407,2.40521,9.9
3,5.92394,1.5,10.1
4,1.73854,2.45167,9.6
5,1.18301,1.54508,9.4
6,6.10815,3.6884,10.35
7,7.33657,7.40751,10.05
8,5.13208,6.5,9.1
9,5.5,0.37847,10.4
10,3.10244,2.01671,8.5
11,4.361,2.04259,9.35
12,2.10601,0.59156,9.1
13,0.3567,3.59156,9.95
14,2.55208,6.3116,9.95
15,0.63937,4.79369,8.4
16,6.20404,1.55013,10.05
17,6.46575,4.70021,9.9
18,4.39984,3.40844,10.75
19,4.54508,7.31567,10.45
20,0.07318,6.5832,9.75
21,1.63937,3.59826,10.35
22,1.07181,5.16364,14.25
23,5.63264,2.96323,10.6
24,6.10601,6.07799,9.9
25,3.54833,0.58353,9.9
26,1.40844,7.20209,9.35
27,2.59156,2.37535,8.15
28,2.07606,4.73894,11.1
29,3.44987,4.89399,11.25
30,3.63937,1.90563,9.9
31,6.73328,5.73854,10.2
32,5.0,4.63937,10.65
33,2.26146,5.90719,12.1
34,3.60311,3.25279,10.45
35,4.5,5.3048,9.8
