x,y,z
6,4,6
5,4,6
5,3,6
5,3,5
6,3,5
6,2,5
5,2,5
5,2,4
4,2,4
4,1,4
3,1,4
2,1,4
2,1,5
1,1,5
1,1,6
1,1,7
1,2,7
2,2,7
2,2,8
2,3,8
6,0,10
6,0,11
6,0,12
6,1,12
6,1,11
0,1,11
0,1,12
0,1,13
0,0,13
0,0,14
0,6,14
0,6,13
0,6,12
0,0,12
1,0,12
1,0,13
1,1,13
1,2,13
1,2,12
1,2,11
6,5,4
0,5,4
0,5,5
6,5,5
6,6,5
0,6,5
0,6,4
1,6,4
1,6,3
2,6,3
2,5,3
2,5,4
3,5,4
3,4,4
3,4,5
2,4,5
2,3,5
1,3,5
0,3,5
0,2,5
4,0,1
4,6,1
3,6,1
3,5,1
4,5,1
4,5,0
5,5,0
6,5,0
0,5,0
1,5,0
1,6,0
1,6,1
0,6,1
0,6,0
6,6,0
6,0,0
6,0,1
0,0,1
0,0,2
6,0,2
0,1,4
1,1,4
1,0,4
1,0,5
1,6,5
1,5,5
1,5,6
1,5,7
1,5,8
2,5,8
2,5,9
2,4,9
3,4,9
3,4,8
3,4,7
3,4,6
3,5,6
3,5,7
3,5,8
4,5,8
2,1,17
2,0,17
2,6,17
2,6,18
2,0,18
2,1,18
2,2,18
2,2,17
2,3,17
2,3,18
1,3,18
1,2,18
1,2,17
1,1,17
1,0,17
1,0,16
1,1,16
0,1,16
0,1,15
6,1,15
0,2,3
6,2,3
6,1,3
6,1,2
6,2,2
6,2,1
6,1,1
6,1,0
6,2,0
5,2,0
5,2,1
5,3,1
5,4,1
5,4,0
5,3,0
6,3,0
0,3,0
0,2,0
0,1,0
1,1,0
2,4,10
2,4,11
3,4,11
3,4,12
3,5,12
3,6,12
4,6,12
4,6,13
3,6,13
3,6,14
3,5,14
3,5,13
4,5,13
4,5,14
4,6,14
4,0,14
4,1,14
3,1,14
3,2,14
3,3,14
1,4,7
2,4,7
2,4,8
1,4,8
0,4,8
0,3,8
0,3,9
0,4,9
1,4,9
1,5,9
1,5,10
2,5,10
2,5,11
2,5,12
2,4,12
2,4,13
3,4,13
3,4,14
2,4,14
2,5,14
3,1,9
3,0,9
4,0,9
4,0,10
4,6,10
4,5,10
4,5,9
3,5,9
3,6,9
4,6,9
4,6,8
4,0,8
4,1,8
3,1,8
2,1,8
2,1,7
3,1,7
4,1,7
4,0,7
5,0,7
3,4,18
4,4,18
4,5,18
3,5,18
3,6,18
3,6,19
2,6,19
2,5,19
2,5,18
2,4,18
2,4,17
2,5,17
2,5,16
2,6,16
3,6,16
3,6,15
2,6,15
2,6,14
2,0,14
2,0,13
0,5,3
6,5,3
6,5,2
6,6,2
6,6,3
6,6,4
5,6,4
4,6,4
4,5,4
4,5,3
4,6,3
3,6,3
3,5,3
3,5,2
2,5,2
2,4,2
1,4,2
1,4,3
0,4,3
6,4,3
0,2,12
0,3,12
6,3,12
6,3,13
6,2,13
0,2,13
0,2,14
6,2,14
6,3,14
0,3,14
0,3,13
1,3,13
1,4,13
1,4,14
1,3,14
1,3,15
1,4,15
1,4,16
1,4,17
1,4,18
3,4,3
3,3,3
2,3,3
2,3,2
2,2,2
2,1,2
1,1,2
0,1,2
0,2,2
0,2,1
0,3,1
0,4,1
0,4,2
6,4,2
6,4,1
6,5,1
5,5,1
5,5,2
4,5,2
4,4,2
4,3,12
4,3,13
4,4,13
4,4,12
4,4,11
5,4,11
5,5,11
5,5,10
5,5,9
6,5,9
6,5,10
6,6,10
5,6,10
5,6,9
5,0,9
6,0,9
0,0,9
0,0,8
0,0,7
0,0,6
2,6,7
2,0,7
2,0,6
3,0,6
3,0,7
3,6,7
3,6,8
3,0,8
2,0,8
1,0,8
1,1,8
1,2,8
1,3,8
1,3,7
0,3,7
0,4,7
6,4,7
5,4,7
4,4,7
4,4,8
5,4,12
6,4,12
6,4,13
6,5,13
6,6,13
6,6,14
6,0,14
6,0,13
6,1,13
6,1,14
5,1,14
5,1,13
5,0,13
4,0,13
3,0,13
3,0,14
3,0,15
2,0,15
2,0,16
3,0,16
0,4,11
6,4,11
6,4,10
6,3,10
5,3,10
5,3,9
5,2,9
5,1,9
5,1,8
6,1,8
0,1,8
0,1,7
0,2,7
0,2,8
0,2,9
0,1,9
1,1,9
1,0,9
1,6,9
0,6,9
2,5,6
2,6,6
1,6,6
1,0,6
1,0,7
1,6,7
1,6,8
2,6,8
2,6,9
2,6,10
3,6,10
3,6,11
3,5,11
3,5,10
3,4,10
4,4,10
4,4,9
5,4,9
5,4,8
6,4,8
6,0,8
6,6,8
5,6,8
5,5,8
5,5,7
5,5,6
6,5,6
6,6,6
0,6,6
0,5,6
0,4,6
1,4,6
2,4,6
2,3,6
1,3,6
1,2,6
2,2,6
2,2,5
3,2,5
3,2,4
4,5,17
4,5,16
4,5,15
4,6,15
4,0,15
4,1,15
5,1,15
5,1,16
6,1,16
6,2,16
6,2,15
6,3,15
5,3,15
5,4,15
5,5,15
5,5,14
5,6,14
5,6,13
5,5,13
5,4,13
5,6,6
5,6,5
5,0,5
4,0,5
4,1,5
4,1,6
3,1,6
3,1,5
3,0,5
3,0,4
3,6,4
2,6,4
2,0,4
2,0,5
2,6,5
2,5,5
3,5,5
3,6,5
3,6,6
4,6,6
2,5,13
2,6,13
2,6,12
2,0,12
3,0,12
3,1,12
4,1,12
4,2,12
3,2,12
2,2,12
2,2,11
2,1,11
2,1,10
3,1,10
3,2,10
4,2,10
4,2,11
4,1,11
4,1,10
4,1,9
4,5,12
4,5,11
4,6,11
5,6,11
5,0,11
4,0,11
4,0,12
5,0,12
5,1,12
5,1,11
5,2,11
6,2,11
6,3,11
0,3,11
0,3,10
0,2,10
6,2,10
6,2,9
6,1,9
6,1,10
1,5,15
1,5,14
1,6,14
1,6,15
1,6,16
1,5,16
0,5,16
6,5,16
6,5,17
6,4,17
6,4,16
6,4,15
0,4,15
0,5,15
6,5,15
6,5,14
0,5,14
0,5,13
0,4,13
0,4,14
3,5,19
4,5,19
4,4,19
3,4,19
3,3,19
3,3,18
3,2,18
3,1,18
3,1,17
3,2,17
4,2,17
4,1,17
4,1,18
4,1,19
4,2,19
5,2,19
6,2,19
6,3,19
6,3,18
0,3,18
5,4,14
5,3,14
4,3,14
4,3,15
4,3,16
4,2,16
3,2,16
2,2,16
2,3,16
1,3,16
1,3,17
0,3,17
0,4,17
0,5,17
1,5,17
1,6,17
1,6,18
1,6,19
1,0,19
0,0,19
4,3,4
4,3,3
4,2,3
4,2,2
4,1,2
4,0,2
5,0,2
5,0,3
5,0,4
4,0,4
4,0,3
3,0,3
2,0,3
2,1,3
1,1,3
0,1,3
0,0,3
0,6,3
0,6,2
1,6,2
4,4,5
5,4,5
6,4,5
6,4,4
0,4,4
0,4,5
1,4,5
1,4,4
1,3,4
2,3,4
2,2,4
1,2,4
1,2,3
1,2,2
1,3,2
1,3,3
0,3,3
0,3,2
6,3,2
6,3,1
4,6,2
3,6,2
3,0,2
3,1,2
3,2,2
3,2,1
3,1,1
3,1,0
3,0,0
4,0,0
4,6,0
5,6,0
5,6,1
5,6,2
5,6,3
5,5,3
5,5,4
5,5,5
4,5,5
4,6,5
3,2,15
3,1,15
3,1,16
4,1,16
4,0,16
5,0,16
5,6,16
4,6,16
4,6,17
4,6,18
5,6,18
6,6,18
6,0,18
5,0,18
5,0,19
5,1,19
6,1,19
6,0,19
6,6,19
6,5,19
6,5,7
6,6,7
5,6,7
4,6,7
4,5,7
4,5,6
4,4,6
4,3,6
4,3,5
3,3,5
3,3,6
3,2,6
3,2,7
4,2,7
4,2,6
5,2,6
5,2,7
6,2,7
6,1,7
6,0,7
2,2,10
2,3,10
3,3,10
4,3,10
4,3,11
3,3,11
2,3,11
2,3,12
3,3,12
3,3,13
2,3,13
2,2,13
2,2,14
1,2,14
1,2,15
0,2,15
0,3,15
0,3,16
0,2,16
1,2,16
4,4,15
3,4,15
3,3,15
3,3,16
3,4,16
3,5,16
3,5,17
3,4,17
3,3,17
4,3,17
5,3,17
5,3,18
4,3,18
4,2,18
5,2,18
6,2,18
6,2,17
0,2,17
0,1,17
6,1,17
5,3,2
5,4,2
5,4,3
4,4,3
4,4,4
5,4,4
5,3,4
5,3,3
5,2,3
5,2,2
5,1,2
5,1,1
4,1,1
4,2,1
4,3,1
3,3,1
2,3,1
2,4,1
2,4,0
3,4,0
3,2,11
3,1,11
3,0,11
2,0,11
2,0,10
2,0,9
2,1,9
2,2,9
2,3,9
1,3,9
1,2,9
1,2,10
1,3,10
1,3,11
1,3,12
1,4,12
0,4,12
0,5,12
1,5,12
1,6,12
