c,x,y,z
0,3.71887,2.20594,15.2
1,1.64396,2.47973,18.7
2,1.47873,2.39977,11.25
3,4.58663,7.06492,11.9
4,4.55727,2.33767,7.5
5,1.92069,0.65398,4.45
6,1.84622,4.92308,15.8
7,7.48619,1.59273,19.3
8,7.40977,3.26174,4.9
9,3.1585,4.57418,17.6
10,2.81684,6.18575,7.8
11,6.99808,5.61587,13.1
12,0.97338,6.40274,14.7
13,0.85882,0.67649,2.25
14,3.90349,0.94367,4.2
15,2.06906,4.73382,10.55
16,2.40377,4.02722,14.35
17,3.11805,0.12673,9.7
18,4.8116,0.10721,4.4
19,2.92739,6.14687,4.9
20,7.37898,1.26504,4.6
21,6.72198,7.14778,17.6
22,3.23342,3.31642,11.7
23,5.10244,3.85746,9.1
24,5.01182,5.81661,17.6
25,1.17941,4.10601,7.35
26,0.85448,1.84342,15.0
27,5.52027,4.95917,6.8
28,5.75654,0.79596,8.45
29,6.8974,4.97724,10.5
30,5.62505,3.66292,4.7
31,5.1585,3.62673,17.05
32,4.35057,6.24484,12.55
33,6.17127,2.27812,15.1
34,0.33127,4.60516,8.1
35,3.03516,0.13806,16.35
