c,x,y,z
0,3.59156,5.45167,10.35
1,7.42224,1.59688,9.6
2,0.21922,2.40521,9.95
3,6.05311,0.98238,9.75
4,1.50917,2.5,10.0
5,1.51676,1.45492,9.5
6,6.12762,3.55013,9.85
7,0.24406,7.24621,10.4
8,4.60601,6.5,9.3
9,5.76245,0.40888,10.05
10,3.64751,2.12208,8.5
11,4.16958,2.19807,9.1
12,2.21038,0.2407,9.4
13,0.59156,3.40844,10.1
14,3.34455,6.52764,9.35
15,0.73885,4.40844,8.5
16,6.3116,1.65545,9.55
17,6.55521,4.63937,10.05
18,4.1585,3.01818,9.25
19,4.36063,0.57291,10.55
20,1.18416,5.89399,9.75
21,1.78962,3.5,10.0
22,1.11547,5.84407,14.5
23,5.20251,3.05311,10.45
24,5.98604,6.66586,10.7
25,3.21038,0.38464,10.15
26,1.05311,7.16343,9.9
27,2.78962,2.44987,7.75
28,2.38491,4.42058,11.0
29,4.00044,4.3886,12.3
30,3.5,1.3435,9.6
31,6.78336,5.45492,10.35
32,5.54833,4.24346,12.0
33,2.18166,5.34455,12.1
34,2.73854,3.60601,9.85
35,4.73854,5.05311,11.4
