c,Rg
0,2.687517538789282
1,1.8395968260735827
2,2.9641707971370344
3,1.7388079972498398
4,2.2973839874082866
5,1.9098247014058647
6,1.8694855012275435
7,2.136604521594953
8,1.5750618426271397
9,1.9890574235300498
10,2.42007015123529
11,2.8406576866106197
12,2.408514402946347
13,2.0446070384795214
14,2.50984627332034
15,2.392823543368796
16,1.5212216549208073
17,2.803859253689457
18,1.5934004589242465
19,1.9404153186624764
20,1.7988211193445558
21,2.115462270356056
22,1.6355546666803893
23,2.189024172045617
24,2.1234969907442767
25,2.5916205068065037
26,2.4812410633592212
27,2.4240312695177844
28,2.6008796305288713
29,2.6866286791627902
30,3.3972692238472946
31,1.8588961348606867
32,2.1802254456133663
33,2.016413195676918
34,2.361606428789522
35,2.2821541003402905
