c,x,y,z
0,3.62818,2.00303,13.15
1,7.27925,6.55096,17.2
2,2.39801,0.52943,15.25
3,1.47749,1.16001,1.15
4,4.62995,2.06182,7.95
5,5.43246,3.46039,2.9
6,3.80973,4.80149,9.15
7,0.65702,7.00027,10.45
8,0.77039,5.76431,3.7
9,0.74968,2.18076,7.35
10,1.38372,5.86747,7.1
11,4.0848,0.45605,12.6
12,7.34323,3.70633,11.5
13,5.1884,5.65021,2.4
14,5.11692,2.2285,15.95
15,4.05311,5.61823,16.35
16,3.0,5.89508,3.2
17,6.44407,3.08858,13.25
18,2.28213,3.52153,8.2
19,5.26289,7.40276,4.5
20,4.95377,2.34932,2.6
21,6.22148,1.61825,2.9
22,6.61267,2.05339,5.0
23,1.90563,4.64252,16.4
24,4.32719,2.63763,18.05
25,4.3547,3.5,11.8
26,0.57582,5.44582,13.95
27,2.42394,4.72807,11.9
28,1.81397,4.71887,3.6
29,2.5,1.78584,4.8
30,6.00691,3.41707,9.65
31,3.43737,7.07776,6.85
32,3.65545,1.56938,13.9
33,5.2609,6.3885,10.65
34,0.98556,1.95374,15.4
35,2.68463,6.52471,5.85
