c,x,y,z
0,3.44512,4.92334,1.75
1,6.94771,0.95246,7.45
2,5.03475,6.96525,1.6
3,1.0831,4.33384,11.65
4,0.62413,2.44987,12.55
5,2.02812,4.32838,13.55
6,3.70421,3.71201,11.4
7,0.78799,2.13523,1.9
8,3.05797,4.57318,9.0
9,4.07454,1.77119,7.9
10,3.59794,0.78213,9.45
11,4.24211,6.4925,5.6
12,4.18663,3.79718,5.4
13,6.19984,5.42775,8.8
14,2.83214,2.03055,7.3
15,1.45147,5.82393,7.3
16,5.98054,3.48306,8.05
17,3.14543,2.86715,16.35
18,6.54853,5.11562,16.2
19,4.82907,3.0,2.35
20,4.45147,1.15585,5.5
21,5.5,0.14117,6.15
22,3.27617,0.85465,11.4
23,4.28749,6.60697,3.5
24,4.73675,0.43119,4.85
25,1.86441,4.05908,10.15
26,3.35042,1.51662,9.3
27,0.44536,3.57394,7.65
28,1.56034,4.65627,3.1
29,6.60226,2.34351,5.9
30,4.96449,4.86886,7.3
31,5.66359,2.52245,5.45
32,3.78799,4.35182,16.95
33,6.90969,2.08214,7.0
34,1.18406,4.10697,1.95
35,2.84585,6.3085,17.5
