c,x,y,z
0,1.9601,6.45802,13.0
1,0.20598,6.3752,0.75
2,2.38556,0.66159,16.3
3,5.57825,3.68047,9.0
4,5.67787,0.81037,19.05
5,0.99253,2.32992,8.3
6,3.00738,3.86078,18.05
7,6.38217,2.3346,12.1
8,0.39303,3.18355,4.9
9,5.37221,2.7641,1.7
10,0.56063,6.81069,8.65
11,6.377,6.54954,5.75
12,0.53285,4.9546,2.5
13,6.33384,4.82884,17.15
14,3.69386,2.55215,5.35
15,1.37527,2.93078,17.0
16,2.07321,6.5348,18.55
17,4.55024,0.27716,9.25
18,1.77327,6.2558,12.8
19,2.56496,4.03119,1.75
20,3.0,5.85465,1.55
21,3.99469,2.60428,8.05
22,3.27376,3.64958,12.35
23,5.10143,6.65945,3.3
24,1.84153,4.78213,7.5
25,0.65693,2.02125,10.2
26,6.41375,2.89303,15.15
27,6.84741,0.76336,4.05
28,6.33641,3.79,14.0
29,3.17116,0.39507,4.45
30,3.0631,6.05361,12.2
31,4.06636,1.91687,12.95
32,4.40323,5.97258,8.85
33,3.9546,4.62646,2.9
34,3.55079,6.05957,16.9
35,5.71912,0.65311,16.7
