c,x,y,z
0,6.03422,5.12553,10.15
1,4.36223,4.09862,4.85
2,3.90404,2.94203,13.15
3,2.97552,1.83996,15.5
4,6.37305,0.30131,19.15
5,6.34292,5.26691,13.25
6,4.44239,5.60325,14.5
7,2.92621,0.94962,15.45
8,0.02099,5.74669,4.85
9,5.5,4.56817,2.65
10,4.36691,5.10697,11.25
11,1.98331,0.30614,5.5
12,2.02817,0.05022,13.85
13,2.36223,3.71493,7.2
14,1.29718,0.14117,13.85
15,0.62938,6.83003,10.4
16,2.5,5.5,6.0
17,3.42327,5.34373,8.0
18,4.44748,1.28799,2.2
19,3.5,0.92137,15.5
20,1.08307,2.02298,8.35
21,4.34373,6.90238,3.6
22,4.86441,1.0,18.45
23,0.84527,0.5,15.55
24,2.82295,3.5,10.55
25,1.57225,0.71251,7.45
26,6.63299,4.31077,18.05
27,0.73675,3.25425,8.7
28,6.81072,2.88641,10.9
29,3.29718,1.05797,16.15
30,6.92404,2.64655,5.1
31,3.1877,4.85457,1.8
32,3.85705,3.67787,15.4
33,3.32838,6.92338,2.8
34,3.10053,2.19367,4.6
35,1.42327,3.54311,12.35
