x,y,z
4,0,17
3,0,17
2,0,17
2,6,17
2,5,17
2,5,16
2,6,16
3,6,16
3,6,17
3,5,17
3,4,17
3,4,16
4,4,16
4,4,17
4,5,17
5,5,17
5,6,17
5,5,17
5,4,17
5,4,18
5,0,13
5,6,13
5,6,14
5,6,15
5,0,15
5,1,15
5,1,16
5,1,17
5,1,18
5,1,17
6,1,17
5,1,17
5,1,18
6,1,18
0,1,18
0,2,18
1,2,18
1,1,18
1,0,18
2,0,18
1,4,14
1,4,13
1,4,12
2,4,12
2,3,12
2,4,12
3,4,12
3,4,13
2,4,13
2,4,14
3,4,14
3,5,14
3,5,13
4,5,13
3,5,13
3,6,13
2,6,13
2,6,14
2,5,14
2,5,15
6,6,11
5,6,11
5,5,11
4,5,11
4,6,11
4,5,11
4,6,11
3,6,11
3,5,11
2,5,11
1,5,11
1,4,11
1,3,11
1,3,10
2,3,10
2,3,11
2,3,12
2,3,13
2,2,13
2,2,14
3,4,18
3,3,18
3,3,17
3,3,18
4,3,18
4,4,18
4,3,18
5,3,18
5,3,17
5,4,17
6,4,17
6,4,18
6,5,18
6,5,17
6,4,17
6,3,17
6,2,17
6,2,16
6,3,16
0,3,16
2,0,16
2,6,16
2,6,17
2,6,16
1,6,16
1,6,17
0,6,17
0,6,16
0,0,16
1,0,16
1,0,15
2,0,15
2,1,15
1,1,15
2,1,15
2,1,14
2,2,14
2,2,15
2,2,14
3,2,14
4,0,11
4,1,11
5,1,11
5,0,11
4,0,11
4,0,10
5,0,10
6,0,10
6,0,9
6,1,9
5,1,9
5,0,9
5,0,10
4,0,10
4,1,10
5,1,10
5,0,10
5,6,10
6,6,10
6,6,9
4,1,12
5,1,12
5,1,13
5,0,13
5,0,12
6,0,12
6,0,13
6,0,14
5,0,14
5,0,13
5,0,12
4,0,12
4,1,12
5,1,12
5,2,12
6,2,12
0,2,12
0,1,12
0,2,12
1,2,12
0,1,7
0,0,7
0,0,6
0,6,6
0,0,6
1,0,6
2,0,6
2,0,5
2,1,5
2,2,5
2,2,4
2,1,4
3,1,4
3,1,5
3,0,5
4,0,5
3,0,5
3,1,5
3,1,6
4,1,6
5,5,5
5,4,5
5,4,4
5,5,4
6,5,4
6,5,3
6,5,2
5,5,2
5,4,2
5,4,3
5,3,3
4,3,3
4,2,3
4,2,2
4,1,2
4,0,2
4,6,2
4,5,2
3,5,2
3,6,2
2,4,9
2,4,8
2,3,8
2,4,8
2,4,7
2,3,7
2,3,6
3,3,6
4,3,6
4,2,6
4,3,6
5,3,6
5,3,5
5,2,5
5,2,4
5,2,5
4,2,5
4,1,5
5,1,5
5,1,4
2,4,4
1,4,4
1,4,5
1,3,5
1,2,5
1,3,5
1,2,5
1,1,5
1,1,6
1,1,5
1,2,5
1,1,5
0,1,5
6,1,5
6,1,6
5,1,6
4,1,6
4,1,7
4,1,6
4,1,5
3,0,4
3,1,4
4,1,4
4,0,4
5,0,4
6,0,4
6,6,4
6,0,4
6,6,4
6,6,3
5,6,3
6,6,3
6,6,4
6,6,3
6,5,3
6,4,3
6,4,2
0,4,2
1,4,2
1,4,1
2,0,16
3,0,16
3,0,17
3,0,16
3,0,15
2,0,15
2,0,16
2,6,16
2,5,16
2,5,17
2,5,16
2,6,16
2,6,15
2,0,15
2,0,14
2,1,14
2,2,14
2,2,13
3,2,13
3,2,12
3,6,6
3,6,5
3,6,4
3,6,5
3,6,4
3,6,3
4,6,3
4,0,3
4,6,3
4,6,4
4,5,4
3,5,4
3,6,4
3,5,4
3,6,4
3,5,4
3,5,5
3,4,5
3,3,5
3,4,5
6,3,12
0,3,12
0,4,12
0,5,12
0,5,11
0,6,11
0,6,12
0,5,12
6,5,12
6,5,13
0,5,13
0,5,14
0,6,14
6,6,14
6,6,13
6,0,13
6,0,12
6,0,13
6,0,12
6,0,11
2,2,16
2,1,16
1,1,16
1,2,16
1,3,16
2,3,16
3,3,16
4,3,16
5,3,16
5,3,15
4,3,15
3,3,15
4,3,15
