c,x,y,z
0,4.39303,5.39303,13.3
1,1.69956,3.65259,0.75
2,6.60428,6.99217,16.0
3,4.37582,2.10143,10.6
4,0.65904,1.21598,19.0
5,0.65259,5.74184,10.75
6,6.66159,4.93794,18.35
7,3.4476,4.51463,10.2
8,6.0,4.62473,2.45
9,1.28778,0.83576,6.05
10,6.13189,4.0,7.1
11,3.87688,6.00764,7.2
12,0.83287,0.19145,4.45
13,1.78213,6.06434,14.7
14,4.74854,0.44239,6.7
15,4.30131,3.02277,16.15
16,4.93256,2.20556,18.5
17,1.21476,0.13114,9.0
18,1.3271,4.13153,11.4
19,3.91584,0.02099,2.1
20,4.6381,4.15116,1.2
21,1.59368,2.78799,6.05
22,6.74854,4.92334,16.3
23,2.3555,2.30372,3.8
24,6.6654,4.89857,4.5
25,3.72879,3.93425,7.75
26,2.27345,4.21861,18.05
27,5.22879,2.63153,3.0
28,2.71222,1.65627,16.2
29,0.20374,0.27794,8.05
30,0.59165,1.9259,12.8
31,3.1118,0.8346,13.2
32,5.24406,2.90586,12.6
33,2.07149,0.5,1.65
34,4.83236,6.1832,19.05
35,5.73205,2.5965,13.9
