Re,Rx2,Ry2,Rz2
5.0,9,16.0,0
3.0,4.0,1.0,4
9.0,9.0,36.0,36
5.916079783099616,1.0,25.0,9
2.23606797749979,1,0.0,4
3.0,0.0,9.0,0
3.0,4,4,1
1.7320508075688772,1.0,1,1
6.4031242374328485,4.0,36.0,1
5.196152422706632,1,1,25
4.123105625617661,4.0,9.0,4
4.358898943540674,9,1,9
3.605551275463989,9,4,0
5.744562646538029,1,16,16
5.744562646538029,1.0,16.0,16
4.358898943540674,1,9.0,9
5.196152422706632,1,25,1
4.58257569495584,1,16,4
3.3166247903554,1.0,1.0,9
3.3166247903554,9,1,1
4.123105625617661,16.0,0,1
3.3166247903554,1,1,9
4.47213595499958,0,16.0,4
4.358898943540674,9.0,1.0,9
4.123105625617661,1,0.0,16
4.58257569495584,4.0,16.0,1
3.3166247903554,1.0,1,9
8.774964387392123,25.0,36.0,16
5.744562646538029,16,16.0,1
2.8284271247461903,4,4,0
6.4031242374328485,1.0,4,36
5.196152422706632,1.0,25,1
2.23606797749979,0,1,4
4.123105625617661,16,1,0
5.385164807134504,0,4,25
1.7320508075688772,1,1,1
