c,x,y,z
0,5.34445,1.95325,12.35
1,2.28799,3.40188,5.75
2,4.95246,6.76825,4.05
3,6.11133,6.21201,13.15
4,3.91786,3.02742,3.9
5,1.02006,3.55488,3.3
6,2.38217,4.73675,7.95
7,6.96525,2.9656,17.65
8,2.54749,4.28799,6.15
9,4.7836,3.33021,12.15
10,2.80016,4.95633,11.4
11,5.92338,4.18663,4.75
12,3.13592,5.87022,16.8
13,3.60217,3.70634,15.1
14,3.65627,0.07863,8.35
15,1.12741,5.64343,8.9
16,2.96525,4.96881,8.15
17,0.62779,5.48452,14.35
18,0.78799,6.36223,7.45
19,2.65627,2.6147,15.9
20,0.29237,5.44987,16.8
21,3.41441,1.94739,16.8
22,0.65627,6.85457,8.9
23,6.14543,4.52519,11.1
24,2.34904,4.28874,3.7
25,5.68626,0.85532,13.9
26,3.12019,5.13187,12.1
27,0.5395,5.87022,16.4
28,5.70282,6.60506,6.95
29,2.43937,1.99273,18.55
30,4.72206,2.55761,8.75
31,4.26325,0.36691,3.2
32,4.06319,0.08588,11.65
33,5.60401,6.75144,10.8
34,4.37133,2.82798,9.95
35,0.00783,3.69774,17.3
