c,x,y,z
0,4.46618,1.44239,18.45
1,1.47793,6.91412,1.6
2,0.34351,5.13842,18.1
3,4.13878,1.73369,8.4
4,0.34055,3.01946,16.2
5,5.11857,4.74113,10.7
6,4.22624,4.5524,18.65
7,3.16404,6.40563,12.95
8,0.12579,0.42427,9.5
9,1.34514,6.23074,1.75
10,0.73521,4.07225,11.4
11,2.87844,1.39916,8.3
12,6.93771,4.3271,2.1
13,6.96945,6.03648,18.3
14,1.75749,0.62492,4.45
15,2.34883,4.3645,16.45
16,0.89303,2.25146,12.75
17,4.27485,6.82777,12.6
18,5.09109,3.39106,13.1
19,3.04119,2.24406,1.7
20,6.37972,1.33641,2.3
21,4.15985,2.65259,8.2
22,0.37162,6.23074,6.35
23,5.66359,0.86104,3.15
24,4.84741,4.8855,4.8
25,2.31337,4.4853,6.85
26,3.81337,6.14316,17.1
27,3.84135,2.79181,4.5
28,4.81072,3.8882,15.45
29,6.7641,3.33467,3.0
30,1.69628,0.46889,17.65
31,6.94739,4.47262,6.3
32,2.67348,1.5,15.5
33,2.80238,0.18594,9.85
34,6.91076,3.23521,9.45
35,4.39507,0.38067,13.3
