Re,Rx2,Ry2,Rz2
7.280109889280518,16,36.0,1
3.605551275463989,0.0,4.0,9
1.7320508075688772,1,1.0,1
1.0,0,0,1
5.385164807134504,16.0,9.0,4
3.3166247903554,9.0,1,1
3.605551275463989,4,0,9
7.0,36.0,4,9
5.744562646538029,4.0,25.0,4
6.557438524302,9,25.0,9
3.0,0,9.0,0
7.681145747868608,25.0,25.0,9
8.660254037844387,25.0,49.0,1
6.708203932499369,16.0,25,4
2.23606797749979,0,4,1
8.774964387392123,16.0,25.0,36
6.708203932499369,9.0,36.0,0
5.0,0.0,16.0,9
6.4031242374328485,4,36,1
3.0,9,0.0,0
5.196152422706632,1,25.0,1
5.385164807134504,9,4,16
5.385164807134504,25.0,0,4
6.4031242374328485,9.0,16.0,16
5.385164807134504,0,4.0,25
4.358898943540674,9,9,1
3.605551275463989,9,0,4
4.123105625617661,4.0,4,9
4.358898943540674,9,1.0,9
6.4031242374328485,36.0,1,4
6.708203932499369,36.0,0,9
4.358898943540674,9.0,9,1
5.0,9.0,0.0,16
7.280109889280518,0,49.0,4
2.23606797749979,1,4.0,0
8.306623862918075,49.0,16,4
