c,Rg,Rgx,Rgy,Rgz
0,1.586732653883445,1.1016845328858893,0.9780141639567395,0.5894913061275798
1,1.6653913583299274,1.0258450614005998,1.0775761162906312,0.7483314773547883
2,2.1873574940781855,1.3772890264937132,0.6783124238874001,1.5580436450882884
3,2.046214757301882,0.974338377002569,0.9152374337296305,1.5491933384829668
4,1.755830492416623,1.0061412475393305,1.0538598142542488,0.9797958971132713
5,2.556624740023455,1.5272662585155217,1.5544413262970074,1.3369741957120937
6,2.0110134641021182,0.6984088318456462,1.314876517548321,1.3518505834595778
7,1.790917729126606,0.4770453332755703,1.1044519285600438,1.3266499161421599
8,2.433974861414965,1.1610704855434058,2.007149459706476,0.7399324293474372
9,2.2184687678667014,1.701588594343533,0.7607232937146068,1.2031209415515967
10,1.9145185241725922,0.9552512771517243,1.0921887093813047,1.2489995996796797
11,2.3949880577990363,1.0904690312429786,1.8164099451665638,1.116915395184434
12,2.8624547169344012,1.7565990736647907,1.9699001753642245,1.107925990308017
13,2.4716043968240546,1.5624344594254185,1.7663880814815298,0.7399324293474369
14,2.1686868560029593,1.0680207032169367,1.3463039986942027,1.3228756555322954
15,2.5306350655319707,1.6875134258725173,1.8293201667286132,0.45825756949558405
16,2.1112991299434576,1.5733596715627358,1.0171643721641064,0.9733961166965893
17,2.210100365345429,1.6761319115451505,0.8047517878203191,1.1947803145348521
18,1.8823902857802894,1.145522666558807,1.2614162708638255,0.7999999999999999
19,1.9671986694281793,1.1372530951815432,1.359788955132376,0.852936105461599
20,2.606804817185207,1.7352900053017075,1.8423354614184682,0.6244997998398397
21,2.001185701428031,0.5722762357463396,1.7174819130343122,0.8529361054615994
22,1.8438691641491272,0.7000257995959863,1.1044534278999725,1.3000000000000005
23,1.9210178581679036,1.056079641362336,1.2942199977206348,0.9486832980505138
24,2.413213482578779,0.8772083812299106,1.32442620345567,1.816590212458495
25,2.116782321472853,0.670424266341844,1.638230356085493,1.1608186766243898
26,1.7534790976798096,0.6783124238874,1.3516956764005719,0.8874119674649424
27,2.5899974385315523,1.028540636824817,2.2825842569333563,0.66332495807108
28,3.0246003201084273,1.2198793409186008,2.102403740959381,1.8000000000000003
29,2.606528735924467,1.2646451998880952,1.7305099160652042,1.4832396974191326
30,2.1398227794142204,0.8927803259481025,1.8039636406812636,0.7262919523166975
31,2.0148316983063372,1.1420215810570304,1.5216219901473558,0.6633249580710799
32,2.597767706955339,1.3147922074989644,1.8654003619598662,1.2409673645990855
33,2.590132658861318,1.0455976664568454,1.6599737077435899,1.6911534525287764
34,2.483821163469705,1.1003803535596224,1.2926835071277114,1.8131464364468746
35,1.8137534243110336,0.968021262214834,1.3973676395637622,0.6324555320336759
