Re,Rx2,Ry2,Rz2
3.3166247903554,9.0,1.0,1
4.358898943540674,9.0,1.0,9
3.0,4.0,4.0,1
1.0,0.0,0.0,1
3.3166247903554,1.0,1.0,9
4.123105625617661,0.0,1.0,16
3.3166247903554,1.0,9.0,1
7.681145747868608,9.0,1.0,49
4.358898943540674,9.0,1.0,9
6.4031242374328485,36.0,4.0,1
6.4031242374328485,36.0,1.0,4
7.54983443527075,49.0,4.0,4
7.0,36.0,9.0,4
4.58257569495584,4.0,16.0,1
5.744562646538029,16.0,1.0,16
7.810249675906654,36.0,16.0,9
3.0,4.0,4.0,1
8.306623862918075,16.0,4.0,49
5.385164807134504,0.0,25.0,4
6.708203932499369,16.0,25.0,4
7.810249675906654,36.0,0.0,25
7.681145747868608,9.0,1.0,49
3.605551275463989,0.0,9.0,4
9.433981132056603,16.0,9.0,64
5.385164807134504,16.0,9.0,4
3.0,4.0,1.0,4
9.643650760992955,4.0,64.0,25
5.196152422706632,1.0,25.0,1
3.605551275463989,4.0,0.0,9
7.54983443527075,16.0,25.0,16
2.23606797749979,1.0,4.0,0
3.0,4.0,4.0,1
1.7320508075688772,1.0,1.0,1
5.385164807134504,4.0,25.0,0
6.708203932499369,25.0,4.0,16
1.7320508075688772,1.0,1.0,1
