c,x,y,z
0,0.59397,5.29718,4.2
1,0.92338,0.78213,9.3
2,4.35108,3.79214,6.3
3,4.55488,2.21201,10.05
4,2.04367,5.6684,13.65
5,4.69439,1.24845,2.15
6,3.75749,2.75749,14.2
7,4.01433,5.67162,7.1
8,1.81573,2.94071,11.15
9,1.47042,1.5,5.9
10,5.25475,1.83986,12.95
11,2.73675,0.71768,8.75
12,5.25331,1.82884,17.95
13,1.76315,3.5524,17.5
14,1.80855,5.29281,13.9
15,2.03746,4.71489,8.2
16,6.56772,0.47793,10.2
17,3.5,0.99486,10.2
18,0.37129,1.85883,6.15
19,6.97723,4.28139,8.4
20,0.60035,0.39076,13.3
21,2.46701,5.31337,7.0
22,2.17267,0.15473,18.7
23,0.74854,0.72043,12.7
24,1.75172,6.65865,7.9
25,2.65117,0.77337,10.4
26,3.90969,0.44167,11.65
27,0.90922,2.54613,10.1
28,5.84015,5.09794,11.65
29,6.15649,5.64468,14.4
30,4.72602,6.97661,11.3
31,0.71861,1.04119,11.65
32,4.81184,4.63309,6.9
33,0.87022,6.20794,11.35
34,5.84396,2.62409,2.05
35,1.47743,6.07863,6.55
